,0
349,1
350,1
351,10
352,1
353,5
354,16
355,1
356,1
357,19
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,13
366,1
367,16
368,1
369,5
370,1
371,4
372,1
373,1
374,1
375,5
376,19
377,1
378,1
379,5
380,1
381,1
382,1
383,1
384,4
385,0
386,1
387,1
388,1
389,17
390,1
391,16
392,19
393,1
394,1
395,19
396,1
397,0
398,5
399,1
400,1
401,0
402,16
403,1
404,1
405,19
406,1
407,19
408,0
409,1
410,15
411,8
412,19
413,1
414,13
415,5
416,1
417,1
418,19
419,19
420,1
421,1
422,5
423,18
424,19
425,4
426,1
427,1
428,0
429,1
430,1
431,12
432,1
433,1
434,4
435,11
436,1
437,3
438,1
439,1
440,1
441,0
442,1
443,19
444,11
445,1
446,1
447,1
448,1
449,1
450,13
451,4
452,0
453,0
454,1
455,19
456,0
457,1
458,5
459,1
460,9
461,4
462,1
463,19
464,1
465,13
466,1
467,1
468,1
469,1
470,19
471,1
472,1
473,0
474,9
475,3
476,4
477,1
478,1
479,1
480,15
481,10
482,1
483,5
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,5
492,12
493,14
494,1
495,4
496,1
497,19
498,12
499,19
500,1
501,1
502,1
503,1
504,4
505,5
506,1
507,11
508,10
509,11
510,1
511,1
512,1
513,5
514,19
515,11
516,12
517,12
518,1
519,15
520,1
521,1
522,19
523,18
524,1
525,1
526,1
527,10
528,19
529,19
530,10
531,1
532,9
533,12
534,1
535,11
536,19
537,1
538,4
539,1
540,19
541,1
542,7
543,19
544,1
545,0
546,1
547,1
548,18
549,10
550,12
551,1
552,1
553,5
554,1
555,15
556,1
557,15
558,1
559,4
560,1
561,1
562,11
563,1
564,1
565,9
566,1
567,1
568,14
569,12
570,11
571,1
572,1
573,1
574,4
575,1
576,4
577,1
578,1
579,1
580,1
581,5
582,19
583,1
584,11
585,1
586,0
587,13
588,1
589,0
590,19
591,1
592,12
593,15
594,12
595,1
596,5
597,1
598,1
599,1
600,0
601,11
602,1
603,4
604,5
605,1
606,1
607,4
608,1
609,19
610,5
611,1
612,19
613,1
614,19
615,1
616,1
617,1
618,1
619,5
620,17
621,1
622,0
623,15
624,1
625,1
626,1
627,1
628,3
629,19
630,15
631,1
632,1
633,1
634,13
635,11
636,15
637,1
638,3
639,1
640,19
641,1
642,5
643,5
644,1
645,4
646,14
647,5
648,1
649,1
650,9
651,4
652,1
653,4
654,0
655,13
656,5
657,1
658,1
659,10
660,19
661,4
662,4
663,19
664,1
665,12
666,17
667,1
668,16
669,19
670,19
671,1
672,8
673,1
674,5
675,16
676,13
677,18
678,19
679,5
680,1
681,19
682,1
683,5
684,1
685,1
686,16
687,1
688,12
689,19
690,19
691,10
692,1
693,1
694,4
695,0
696,19
697,11
698,10
699,1
700,1
701,15
702,1
703,5
704,1
705,12
706,1
707,1
708,1
709,10
710,19
711,11
712,4
713,3
714,19
715,9
716,1
717,4
718,1
719,5
720,10
721,1
722,1
723,12
724,19
725,12
726,12
727,12
728,4
729,1
730,6
731,15
732,19
733,5
734,9
735,5
736,19
737,1
738,4
739,1
740,17
741,1
742,19
743,9
744,1
745,16
746,1
747,1
748,17
749,19
750,1
751,8
752,14
753,5
754,19
755,1
756,16
757,1
758,12
759,19
760,1
761,1
762,1
763,19
764,9
765,1
766,19
767,1
768,19
769,10
770,1
771,5
772,5
773,4
774,1
775,19
776,9
777,4
778,5
779,3
780,4
781,1
782,4
783,1
784,4
785,1
786,5
787,11
788,5
789,1
790,15
791,1
792,19
793,1
794,12
795,13
796,12
797,3
798,1
799,3
800,15
801,9
802,1
803,1
804,5
805,19
806,1
807,17
808,1
809,4
810,19
811,5
812,1
813,1
814,5
815,11
816,9
817,4
818,1
819,11
820,1
821,3
822,19
823,13
824,1
825,1
826,1
827,5
828,19
829,11
830,1
831,0
832,1
833,1
834,1
835,1
836,1
837,5
838,8
839,15
840,1
841,1
842,19
843,1
844,1
845,15
846,1
847,1
848,1
849,6
850,1
851,1
852,4
853,16
854,8
855,1
856,19
857,11
858,17
859,1
860,1
861,19
862,1
863,19
864,1
865,1
866,1
867,1
868,7
869,1
870,5
871,19
872,13
873,1
874,5
875,4
876,9
877,1
878,1
879,11
880,10
881,11
882,1
883,1
884,1
885,1
886,1
887,1
888,18
889,3
890,12
891,1
892,1
893,1
894,5
895,5
896,12
897,1
898,12
899,1
900,1
901,1
902,5
903,4
904,11
905,1
906,1
907,1
908,1
909,19
910,15
911,1
912,1
913,19
914,1
915,1
916,1
917,12
918,15
919,5
920,19
921,4
922,1
923,12
924,1
925,5
926,12
927,13
928,9
929,1
930,13
931,1
932,1
933,16
934,16
935,1
936,9
937,1
938,19
939,5
940,1
941,1
942,12
943,5
944,12
945,1
946,1
947,13
948,9
949,1
950,1
951,12
952,19
953,19
954,15
955,19
956,12
957,19
958,1
959,19
960,5
961,1
962,0
963,1
964,19
965,12
966,1
967,1
968,1
969,16
970,11
971,1
972,12
973,1
974,15
975,5
976,19
977,1
978,1
979,19
980,0
981,1
982,1
983,6
984,4
985,1
986,12
987,1
988,1
989,4
990,1
991,1
992,1
993,1
994,1
995,4
996,1
997,12
998,16
999,1
1000,12
1001,1
1002,1
1003,3
1004,19
1005,1
1006,1
1007,1
1008,1
1009,10
1010,1
1011,1
1012,1
1013,1
1014,18
1015,12
1016,17
1017,4
1018,6
1019,4
1020,13
1021,12
1022,1
1023,1
1024,5
1025,1
1026,1
1027,19
1028,15
1029,4
1030,4
1031,19
1032,4
1033,13
1034,1
1035,19
1036,1
1037,19
1038,1
1039,15
1040,19
1041,1
1042,1
1043,19
1044,1
1045,1
1046,1
1047,1
1048,1
1049,16
1050,10
1051,19
1052,4
1053,14
1054,5
1055,1
1056,19
1057,11
1058,0
1059,4
1060,1
1061,13
1062,19
1063,1
1064,12
1065,1
1066,19
1067,10
1068,18
1069,1
1070,4
1071,19
1072,19
1073,19
1074,1
1075,1
1076,13
1077,12
1078,1
1079,1
1080,1
1081,1
1082,1
1083,4
1084,1
1085,4
1086,15
1087,10
1088,1
1089,1
1090,1
1091,1
1092,1
1093,19
1094,1
1095,14
1096,4
1097,1
1098,4
1099,14
1100,9
1101,1
1102,1
1103,1
1104,19
1105,1
1106,1
1107,1
1108,4
1109,5
1110,1
1111,10
1112,0
1113,12
1114,1
1115,19
1116,10
1117,1
1118,11
1119,3
1120,12
1121,11
1122,1
1123,9
1124,10
1125,1
1126,1
1127,13
1128,5
1129,15
1130,19
1131,11
1132,19
1133,19
1134,11
1135,1
1136,8
1137,1
1138,12
1139,6
1140,3
1141,16
1142,1
1143,1
1144,1
1145,17
1146,6
1147,1
1148,5
1149,18
1150,0
1151,1
1152,5
1153,1
1154,4
1155,12
1156,1
1157,12
1158,11
1159,5
1160,19
1161,19
1162,1
1163,8
1164,1
1165,1
1166,1
1167,0
1168,1
1169,13
1170,1
1171,16
1172,16
1173,1
1174,12
1175,19
1176,1
1177,1
1178,11
1179,1
1180,18
1181,13
1182,19
1183,16
1184,1
1185,17
1186,1
1187,1
1188,1
1189,1
1190,13
1191,1
1192,4
1193,10
1194,5
1195,19
1196,1
1197,1
1198,12
1199,5
1200,5
1201,9
1202,10
1203,5
1204,12
1205,11
1206,16
1207,1
1208,15
1209,1
1210,0
1211,1
1212,1
1213,1
1214,11
1215,19
1216,1
1217,12
1218,4
1219,14
1220,14
1221,5
1222,19
1223,6
1224,1
1225,1
1226,12
1227,0
1228,1
1229,11
1230,19
1231,19
1232,1
1233,1
1234,1
1235,1
1236,1
1237,5
1238,1
1239,1
1240,0
1241,8
1242,15
1243,9
1244,1
1245,9
1246,1
1247,19
1248,1
1249,1
1250,5
1251,19
1252,1
1253,12
1254,12
1255,1
1256,1
1257,1
1258,1
1259,8
1260,5
1261,19
1262,5
1263,8
1264,0
1265,8
1266,19
1267,13
1268,1
1269,1
1270,12
1271,4
1272,13
1273,6
1274,1
1275,19
1276,1
1277,1
1278,12
1279,5
1280,12
1281,1
1282,1
1283,16
1284,18
1285,5
1286,1
1287,19
1288,1
1289,5
1290,8
1291,1
1292,1
1293,0
1294,1
1295,1
1296,0
1297,10
1298,11
1299,5
1300,15
1301,1
1302,8
1303,1
1304,1
1305,0
1306,1
1307,1
1308,1
1309,1
1310,4
1311,11
1312,1
1313,4
1314,19
1315,1
1316,10
1317,1
1318,1
1319,4
1320,15
1321,6
1322,19
1323,19
1324,13
1325,1
1326,1
1327,4
1328,16
1329,1
1330,19
1331,1
1332,9
1333,5
1334,0
1335,1
1336,1
1337,4
1338,4
1339,9
1340,1
1341,1
1342,13
1343,1
1344,12
1345,1
1346,12
1347,19
1348,1
1349,19
1350,1
1351,19
1352,1
1353,10
1354,1
1355,14
1356,17
1357,11
1358,5
1359,1
1360,19
1361,11
1362,1
1363,1
1364,1
1365,5
1366,15
1367,1
1368,11
1369,5
1370,1
1371,1
1372,1
1373,19
1374,5
1375,5
1376,9
1377,19
1378,1
1379,4
1380,1
1381,1
1382,6
1383,1
1384,1
1385,19
1386,13
1387,1
1388,15
1389,15
1390,12
1391,4
1392,19
1393,1
1394,11
1395,19
1396,1
1397,1
1398,4
1399,1
1400,1
1401,1
1402,1
1403,0
1404,1
1405,1
1406,12
1407,4
1408,19
1409,1
1410,5
1411,1
1412,19
1413,4
1414,19
1415,1
1416,1
1417,4
1418,1
1419,0
1420,0
1421,3
1422,19
1423,1
1424,10
1425,15
1426,1
1427,1
1428,1
1429,19
1430,1
1431,1
1432,4
1433,14
1434,1
1435,5
1436,19
1437,5
1438,1
1439,19
1440,1
1441,11
1442,1
1443,1
1444,1
1445,19
1446,10
1447,18
1448,18
1449,1
1450,8
1451,1
1452,1
1453,1
1454,1
1455,1
1456,0
1457,19
1458,1
1459,1
1460,1
1461,1
1462,11
1463,4
1464,6
1465,4
1466,5
1467,4
1468,1
1469,2
1470,1
1471,4
1472,4
1473,19
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,19
1481,5
1482,11
1483,0
1484,1
1485,5
1486,1
1487,1
1488,13
1489,4
1490,0
1491,1
1492,1
1493,1
1494,1
1495,17
1496,4
1497,19
1498,4
1499,5
1500,3
1501,16
1502,15
1503,1
1504,13
1505,19
1506,19
1507,1
1508,11
1509,1
1510,19
1511,1
1512,13
1513,19
1514,1
1515,14
1516,1
1517,1
1518,5
1519,1
1520,1
1521,11
1522,19
1523,4
1524,19
1525,1
1526,19
1527,5
1528,1
1529,0
1530,1
1531,5
1532,5
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,19
1540,1
1541,4
1542,4
1543,5
1544,19
1545,16
1546,19
1547,5
1548,1
1549,1
1550,19
1551,15
1552,1
1553,1
1554,19
1555,14
1556,1
1557,1
1558,1
1559,5
1560,12
1561,1
1562,5
1563,4
1564,1
1565,1
1566,19
1567,1
1568,19
1569,1
1570,19
1571,5
1572,1
1573,1
1574,1
1575,1
1576,5
1577,1
1578,10
1579,1
1580,1
1581,1
1582,5
1583,0
1584,1
1585,13
1586,15
1587,1
1588,1
1589,1
1590,15
1591,15
1592,1
1593,19
1594,19
1595,1
1596,0
1597,11
1598,3
1599,15
1600,4
1601,5
1602,1
1603,1
1604,10
1605,4
1606,13
1607,5
1608,15
1609,1
1610,9
1611,1
1612,10
1613,1
1614,1
1615,4
1616,11
1617,19
1618,1
1619,1
1620,1
1621,1
1622,1
1623,4
1624,1
1625,0
1626,1
1627,0
1628,1
1629,1
1630,14
1631,6
1632,1
1633,12
1634,9
1635,5
1636,11
1637,1
1638,16
1639,4
1640,11
1641,19
1642,4
1643,5
1644,14
1645,1
1646,7
1647,19
1648,1
1649,19
1650,1
1651,1
1652,1
1653,1
1654,4
1655,1
1656,1
1657,0
1658,1
1659,1
1660,1
1661,1
1662,1
1663,1
1664,1
1665,16
1666,9
1667,1
1668,1
1669,1
1670,6
1671,1
1672,11
1673,1
1674,17
1675,7
1676,5
1677,5
1678,5
1679,18
1680,19
1681,1
1682,15
1683,1
1684,8
1685,1
1686,14
1687,5
1688,4
1689,5
1690,1
1691,13
1692,13
1693,0
1694,11
1695,4
1696,15
1697,18
1698,13
1699,1
1700,8
1701,5
1702,1
1703,1
1704,1
1705,0
1706,19
1707,1
1708,14
1709,5
1710,1
1711,0
1712,1
1713,11
1714,1
1715,12
1716,8
1717,1
1718,1
1719,1
1720,1
1721,17
1722,11
1723,12
1724,1
1725,4
1726,9
1727,1
1728,1
1729,1
1730,1
1731,1
1732,18
1733,19
1734,1
1735,15
1736,7
1737,5
1738,1
1739,19
1740,6
1741,1
1742,19
1743,19
1744,5
1745,11
1746,1
1747,6
1748,6
1749,1
1750,1
1751,0
1752,0
1753,1
1754,16
1755,5
1756,11
1757,8
1758,14
1759,1
1760,11
1761,1
1762,1
1763,7
1764,5
1765,1
1766,0
1767,19
1768,5
1769,1
1770,1
1771,1
1772,1
1773,1
1774,19
1775,9
1776,1
1777,10
1778,5
1779,9
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,5
1789,9
1790,19
1791,1
1792,4
1793,16
1794,1
1795,13
1796,13
1797,1
1798,1
1799,4
1800,1
1801,19
1802,4
1803,1
1804,4
1805,4
1806,4
1807,1
1808,5
1809,1
1810,1
1811,10
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,19
1819,11
1820,1
1821,1
1822,1
1823,12
1824,12
1825,1
1826,1
1827,5
1828,1
1829,1
1830,5
1831,1
1832,1
1833,1
1834,18
1835,8
1836,8
1837,1
1838,4
1839,1
1840,4
1841,0
1842,19
1843,1
1844,0
1845,1
1846,1
1847,1
1848,1
1849,1
1850,11
1851,1
1852,0
1853,5
1854,4
1855,11
1856,1
1857,1
1858,1
1859,11
1860,15
1861,1
1862,19
1863,1
1864,0
1865,5
1866,1
1867,1
1868,1
1869,4
1870,19
1871,1
1872,4
1873,19
1874,15
1875,1
1876,5
1877,5
1878,16
1879,9
1880,1
1881,19
1882,15
1883,6
1884,1
1885,1
1886,1
1887,1
1888,16
1889,19
1890,11
1891,1
1892,1
1893,12
1894,19
1895,13
1896,6
1897,1
1898,6
1899,5
1900,4
1901,4
1902,13
1903,9
1904,1
1905,1
1906,1
1907,12
1908,1
1909,1
1910,1
1911,6
1912,1
1913,1
1914,1
1915,6
1916,1
1917,1
1918,1
1919,3
1920,1
1921,15
1922,1
1923,12
1924,0
1925,6
1926,1
1927,4
1928,1
1929,15
1930,1
1931,1
1932,1
1933,5
1934,1
1935,1
1936,15
1937,4
1938,11
1939,19
1940,18
1941,1
1942,10
1943,5
1944,1
1945,1
1946,19
1947,4
1948,19
1949,11
1950,12
1951,0
1952,1
1953,12
1954,5
1955,1
1956,1
1957,10
1958,19
1959,15
1960,1
1961,16
1962,12
1963,1
1964,1
1965,1
1966,1
1967,0
1968,3
1969,1
1970,1
1971,19
1972,1
1973,8
1974,1
1975,1
1976,1
1977,5
1978,1
1979,18
1980,1
1981,5
1982,9
1983,4
1984,11
1985,1
1986,1
1987,8
1988,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,4
1996,1
1997,13
1998,1
1999,1
2000,5
2001,13
2002,1
2003,11
2004,5
2005,1
2006,1
2007,19
2008,1
2009,16
2010,15
2011,3
2012,11
2013,1
2014,7
2015,15
2016,4
2017,6
2018,1
2019,0
2020,4
2021,4
2022,0
2023,14
2024,4
2025,13
2026,19
2027,1
2028,0
2029,6
2030,0
2031,1
2032,1
2033,1
2034,19
2035,1
2036,1
2037,6
2038,19
2039,5
2040,15
2041,11
2042,5
2043,1
2044,1
2045,1
2046,0
2047,1
2048,1
2049,5
2050,4
2051,5
2052,1
2053,4
2054,19
2055,11
2056,5
2057,5
2058,15
2059,4
2060,1
2061,1
2062,7
2063,13
2064,1
2065,1
2066,13
2067,4
2068,1
2069,19
2070,4
2071,13
2072,8
2073,1
2074,5
2075,5
2076,10
2077,1
2078,4
2079,1
2080,1
2081,1
2082,1
2083,19
2084,14
2085,1
2086,1
2087,11
2088,19
2089,9
2090,5
2091,6
2092,1
2093,1
2094,5
2095,19
2096,4
2097,16
2098,1
2099,16
2100,1
2101,0
2102,5
2103,1
2104,16
2105,10
2106,1
2107,1
2108,10
2109,4
2110,1
2111,1
2112,1
2113,4
2114,1
2115,10
2116,1
2117,19
2118,4
2119,4
2120,13
2121,19
2122,1
2123,6
2124,4
2125,11
2126,1
2127,1
2128,17
2129,1
2130,17
2131,1
2132,1
2133,1
2134,1
2135,12
2136,1
2137,11
2138,1
2139,19
2140,1
2141,1
2142,4
2143,17
2144,11
2145,4
2146,1
2147,4
2148,1
2149,1
2150,1
2151,1
2152,0
2153,1
2154,17
2155,11
2156,19
2157,19
2158,1
2159,1
2160,12
2161,19
2162,4
2163,9
2164,4
2165,14
2166,11
2167,14
2168,1
2169,15
2170,19
2171,0
2172,15
2173,12
2174,4
2175,0
2176,19
2177,12
2178,12
2179,9
2180,6
2181,1
2182,5
2183,5
2184,13
2185,9
2186,4
2187,0
2188,5
2189,5
2190,1
2191,4
2192,1
2193,1
2194,4
2195,5
2196,1
2197,1
2198,5
2199,11
2200,1
2201,1
2202,9
2203,1
2204,15
2205,12
2206,1
2207,0
2208,1
2209,1
2210,13
2211,5
2212,1
2213,1
2214,4
2215,1
2216,1
2217,1
2218,12
2219,1
2220,12
2221,15
2222,16
2223,1
2224,15
2225,1
2226,1
2227,1
2228,1
2229,12
2230,6
2231,0
2232,15
2233,1
2234,14
2235,5
2236,8
2237,12
2238,4
2239,11
2240,13
2241,3
2242,19
2243,13
2244,1
2245,19
2246,13
2247,19
2248,1
2249,1
2250,13
2251,1
2252,1
2253,4
2254,19
2255,1
2256,1
2257,3
2258,13
2259,1
2260,5
2261,4
2262,4
2263,15
2264,4
2265,12
2266,1
2267,1
2268,1
2269,5
2270,13
2271,19
2272,1
2273,1
2274,5
2275,12
2276,1
2277,5
2278,9
2279,1
2280,19
2281,4
2282,5
2283,1
2284,1
2285,5
2286,1
2287,13
2288,1
2289,1
2290,1
2291,1
2292,13
2293,1
2294,1
2295,1
2296,1
2297,5
2298,1
2299,1
2300,1
2301,4
2302,15
2303,10
2304,1
2305,1
2306,19
2307,5
2308,12
2309,19
2310,1
2311,1
2312,1
2313,1
2314,1
2315,4
2316,5
2317,1
2318,1
2319,1
2320,1
2321,5
2322,0
2323,19
2324,1
2325,1
2326,1
2327,1
2328,1
2329,1
2330,1
2331,1
2332,1
2333,15
2334,19
2335,1
2336,1
2337,11
2338,1
2339,15
2340,1
2341,19
2342,1
2343,11
2344,1
2345,1
2346,1
2347,19
2348,19
2349,1
2350,19
2351,17
2352,19
2353,1
2354,19
2355,1
2356,1
2357,5
2358,5
2359,1
2360,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,12
2368,1
2369,19
2370,1
2371,1
2372,1
2373,4
2374,1
2375,8
2376,1
2377,14
2378,1
2379,16
2380,1
2381,5
2382,15
2383,1
2384,1
2385,1
2386,1
2387,1
2388,0
2389,1
2390,1
2391,5
2392,19
2393,1
2394,4
2395,1
2396,1
2397,19
2398,1
2399,1
2400,1
2401,9
2402,4
2403,1
2404,1
2405,1
2406,13
2407,1
2408,19
2409,19
2410,15
2411,1
2412,1
2413,15
2414,1
2415,1
2416,1
2417,1
2418,16
2419,1
2420,1
2421,1
2422,1
2423,4
2424,1
2425,1
2426,5
2427,1
2428,19
2429,1
2430,1
2431,1
2432,1
2433,1
2434,4
2435,9
2436,1
2437,19
2438,1
2439,1
2440,1
2441,1
2442,1
2443,1
2444,9
2445,0
2446,1
2447,5
2448,1
2449,1
2450,1
2451,1
2452,10
2453,3
2454,11
2455,15
2456,17
2457,4
2458,12
2459,1
2460,1
2461,15
2462,1
2463,1
2464,13
2465,11
2466,1
2467,19
2468,1
2469,1
2470,1
2471,15
2472,1
2473,1
2474,1
2475,19
2476,19
2477,13
2478,1
2479,1
2480,19
2481,1
2482,1
2483,9
2484,12
2485,19
2486,1
2487,1
2488,15
2489,1
2490,4
2491,19
2492,1
2493,1
2494,1
2495,13
2496,19
2497,19
2498,5
2499,4
2500,5
2501,1
2502,15
2503,4
2504,1
2505,12
2506,8
2507,5
2508,1
2509,1
2510,1
2511,1
2512,1
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,1
2520,1
2521,1
2522,19
2523,1
2524,1
2525,13
2526,1
2527,1
2528,3
2529,1
2530,1
2531,1
2532,12
2533,1
2534,1
2535,1
2536,15
2537,1
2538,1
2539,16
2540,14
2541,1
2542,1
2543,6
2544,1
2545,19
2546,13
2547,5
2548,1
2549,19
2550,5
2551,1
2552,1
2553,1
2554,19
2555,1
2556,1
2557,1
2558,4
2559,1
2560,19
2561,11
2562,1
2563,1
2564,15
2565,4
2566,11
2567,1
2568,1
2569,12
2570,1
2571,19
2572,19
2573,1
2574,4
2575,11
2576,5
2577,1
2578,19
2579,1
2580,13
2581,1
2582,9
2583,1
2584,19
2585,1
2586,1
2587,1
2588,19
2589,17
2590,1
2591,15
2592,19
2593,1
2594,4
2595,1
2596,1
2597,1
2598,11
2599,1
2600,1
2601,1
2602,1
2603,1
2604,19
2605,1
2606,19
2607,0
2608,19
2609,1
2610,0
2611,1
2612,1
2613,1
2614,5
2615,1
2616,1
2617,1
2618,19
2619,4
2620,14
2621,1
2622,1
2623,15
2624,17
2625,1
2626,0
2627,12
2628,16
2629,5
2630,19
2631,1
2632,5
2633,12
2634,1
2635,1
2636,5
2637,9
2638,1
2639,1
2640,15
2641,1
2642,15
2643,1
2644,15
2645,1
2646,1
2647,19
2648,15
2649,1
2650,4
2651,1
2652,1
2653,12
2654,5
2655,4
2656,1
2657,1
2658,19
2659,1
2660,1
2661,1
2662,12
2663,15
2664,9
2665,19
2666,1
2667,19
2668,5
2669,13
2670,1
2671,1
2672,1
2673,19
2674,1
2675,12
2676,1
2677,1
2678,15
2679,5
2680,14
2681,1
2682,4
2683,0
2684,15
2685,1
2686,1
2687,1
2688,19
2689,1
2690,11
2691,4
2692,13
2693,1
2694,19
2695,1
2696,5
2697,1
2698,19
2699,0
2700,4
2701,1
2702,19
2703,1
2704,1
2705,1
2706,1
2707,5
2708,1
2709,1
2710,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,12
2718,19
2719,1
2720,1
2721,1
2722,1
2723,12
2724,1
2725,19
2726,1
2727,1
2728,1
2729,19
2730,15
2731,1
2732,19
2733,12
2734,1
2735,19
2736,8
2737,12
2738,5
2739,11
2740,1
2741,1
2742,16
2743,1
2744,12
2745,1
2746,19
2747,11
2748,19
2749,0
2750,15
2751,0
2752,6
2753,1
2754,1
2755,4
2756,19
2757,1
2758,1
2759,19
2760,9
2761,1
2762,1
2763,13
2764,4
2765,19
2766,1
2767,1
2768,19
2769,1
2770,4
2771,4
2772,19
2773,15
2774,1
2775,16
2776,10
2777,19
2778,13
2779,5
2780,0
2781,1
2782,1
2783,19
2784,1
2785,15
2786,5
2787,13
2788,1
2789,19
2790,19
2791,4
2792,10
2793,19
2794,11
2795,11
2796,1
2797,19
2798,1
2799,1
2800,5
2801,5
2802,19
2803,4
2804,19
2805,1
2806,13
2807,11
2808,19
2809,3
2810,19
2811,4
2812,1
2813,4
2814,1
2815,1
2816,1
2817,0
2818,1
2819,6
2820,1
2821,1
2822,1
2823,4
2824,0
2825,13
2826,1
2827,1
2828,1
2829,1
2830,1
2831,19
2832,5
2833,1
2834,1
2835,1
2836,4
2837,1
2838,1
2839,16
2840,8
2841,1
2842,1
2843,1
2844,1
2845,1
2846,4
2847,11
2848,13
2849,1
2850,5
2851,17
2852,1
2853,0
2854,1
2855,1
2856,7
2857,1
2858,19
2859,8
2860,5
2861,19
2862,12
2863,5
2864,5
2865,19
2866,1
2867,11
2868,1
2869,12
2870,1
2871,0
2872,12
2873,19
2874,1
2875,4
2876,1
2877,3
2878,1
2879,0
2880,5
2881,5
2882,5
2883,1
2884,0
2885,4
2886,10
2887,9
2888,19
2889,4
2890,5
2891,19
2892,1
2893,4
2894,0
2895,16
2896,19
2897,5
2898,9
2899,4
2900,13
2901,1
2902,4
2903,1
2904,19
2905,1
2906,7
2907,1
2908,7
2909,17
2910,1
2911,1
2912,8
2913,19
2914,1
2915,0
2916,1
2917,0
2918,4
2919,1
2920,11
2921,1
2922,1
2923,5
2924,1
2925,16
2926,1
2927,13
2928,17
2929,1
2930,4
2931,1
2932,19
2933,3
2934,11
2935,1
2936,1
2937,15
2938,19
2939,1
2940,11
2941,13
2942,19
2943,5
2944,1
2945,9
2946,19
2947,1
2948,5
2949,1
2950,1
2951,19
2952,5
2953,5
2954,19
2955,1
2956,19
2957,5
2958,5
2959,1
2960,1
2961,6
2962,1
2963,19
2964,1
2965,12
2966,6
2967,12
2968,5
2969,1
2970,1
2971,4
2972,5
2973,5
2974,19
2975,1
2976,1
2977,13
2978,1
2979,19
2980,1
2981,1
2982,4
2983,1
2984,11
2985,8
2986,1
2987,5
2988,19
2989,13
2990,19
2991,1
2992,1
2993,9
2994,9
2995,9
2996,12
2997,1
