,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
864,,15.27,,14.83,12.17,15.71,15.32,12.26,10.22,11.44,14.69,15.27,15.81,17.89,13.62,7.6,13.33,14.45,10.22,10.13,13.52,17.990000000000006,14.93,,16.73,14.4,20.37,10.22,15.95,10.56,13.28,9.83,13.82,16.0,20.03,18.57,10.22,14.79,10.66,15.81,10.56,15.51,10.61,,14.4,15.08,17.89,13.38,17.31,16.240000000000002,14.2,13.72,14.83,19.11,15.51,13.38,,,14.5,11.15,19.93,18.52,10.56,15.32,19.11,19.74,,14.25,18.52,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,16.53,,,10.71,
910,18.18,20.17,20.32,1.6799999999999995,17.94,11.29,20.08,13.77,,19.11,8.43,19.2,7.3599999999999985,20.17,15.66,1.7799999999999994,7.07,3.91,18.14,19.83,14.45,19.83,6.87,,18.28,15.81,10.17,10.22,19.69,13.91,18.14,13.04,13.43,19.35,19.74,19.98,18.72,18.57,10.37,8.23,17.990000000000006,19.3,1.4399999999999995,,18.14,19.59,13.62,20.130000000000006,19.83,19.06,8.09,17.7,6.05,19.880000000000006,2.119999999999999,19.93,,,9.16,5.13,18.91,17.8,15.13,7.8,19.11,11.58,,9.5,13.62,11.83,,,,,,,,,,,,,,,,3.38,,,,,10.47,,,,,,,,,
983,11.78,6.24,14.93,6.34,17.12,15.61,16.68,17.36,7.07,9.98,19.2,18.67,12.36,17.990000000000006,15.76,3.52,11.24,10.56,13.82,16.68,14.2,17.12,10.61,,14.25,16.63,17.21,16.87,17.75,18.23,19.4,15.42,15.32,14.01,15.76,10.17,14.4,19.16,14.4,7.07,16.29,17.41,6.34,,15.32,19.16,17.7,18.18,19.2,17.5,16.29,12.31,8.67,19.54,15.27,14.2,,,11.39,15.56,16.92,17.5,13.77,8.82,15.56,17.36,12.99,14.88,17.89,12.31,17.75,,,,,,,10.85,,,,,,,,,,,,8.82,,,,,,,,,,
985,,15.17,16.92,,13.52,13.72,15.03,17.02,,16.53,18.82,19.01,15.71,14.64,10.22,8.57,13.28,9.64,9.64,11.53,15.37,16.240000000000002,13.72,,16.0,18.48,17.6,18.18,16.29,13.82,15.22,17.7,12.12,12.99,18.96,18.09,,12.94,18.04,18.43,18.23,13.86,,,13.14,14.25,18.82,13.96,16.05,17.75,19.2,14.01,18.77,17.41,18.82,16.490000000000002,,,10.95,14.83,17.7,16.44,12.94,15.17,13.33,15.56,,16.83,18.62,13.82,,,,,,,,,,,,,,,,,,,,14.01,,,,,,15.61,16.15,,,
1029,,,,,8.52,14.35,10.85,13.86,,16.1,16.44,17.259999999999998,10.37,17.6,13.33,14.59,12.07,12.94,14.4,8.379999999999999,15.32,15.9,12.36,8.72,15.32,15.9,15.27,14.74,17.89,17.5,17.21,16.92,6.97,17.46,18.18,17.65,,11.49,17.41,17.5,,17.65,10.17,,17.55,10.37,16.29,17.65,15.32,15.47,15.22,16.05,14.35,17.7,16.68,17.75,,,14.64,15.22,13.82,17.259999999999998,17.259999999999998,14.64,17.36,17.21,,16.78,14.64,14.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,,,,10.32,15.51,14.16,5.47,12.5,14.98,13.82,16.15,17.02,15.71,12.6,5.27,8.48,16.44,14.3,8.18,14.69,15.03,14.4,,14.3,15.85,16.29,12.07,15.13,10.51,15.32,16.05,13.14,14.88,13.23,17.75,,16.0,16.05,14.74,11.97,16.63,,,16.490000000000002,14.54,10.42,14.59,15.56,14.93,14.45,13.23,16.1,14.83,11.05,16.29,,3.96,15.22,5.85,16.58,17.21,14.98,11.05,15.32,15.85,12.65,16.73,15.95,14.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21,
1063,,,,,4.06,20.03,2.9399999999999995,3.43,,,,18.86,4.69,18.23,4.69,4.06,7.26,10.17,15.08,10.13,17.89,17.84,,,18.57,18.96,18.52,18.57,18.48,18.77,17.89,19.45,19.64,18.43,19.45,16.58,19.06,19.64,18.52,19.64,,16.490000000000002,20.27,18.23,19.64,19.11,19.11,19.35,18.33,17.31,,18.23,16.44,19.64,18.82,18.91,,,,19.64,18.18,17.21,19.64,7.6,19.98,18.96,,19.06,16.58,19.59,,15.61,14.74,,,,,,,,,,18.57,,,,,,,15.17,,,,,,,,,,
1117,,11.24,11.19,9.83,12.65,15.32,14.54,16.78,,13.28,18.72,18.33,13.18,13.28,11.29,8.379999999999999,15.32,10.95,14.69,12.7,15.61,14.79,18.23,,12.21,17.84,17.259999999999998,15.85,18.67,8.67,14.25,17.65,8.86,12.84,15.37,18.28,,12.55,16.63,14.59,18.86,18.72,11.83,,15.95,18.09,18.23,16.29,18.77,17.07,15.76,15.9,17.65,17.94,5.85,17.84,,,9.83,,16.29,15.95,14.4,9.06,16.92,16.78,,15.22,16.44,8.33,,,,,,,,,16.34,,,,,,,,,,,,,,,,,,,,,
1166,,20.03,16.490000000000002,,4.98,19.5,12.12,14.45,,19.3,15.13,16.34,9.16,18.04,10.22,1.58,11.68,10.85,11.39,10.71,15.42,10.13,14.25,,17.12,16.0,17.89,8.52,19.45,,19.59,18.86,16.19,16.68,16.240000000000002,15.61,14.98,19.79,14.83,13.28,18.57,19.5,7.17,,12.6,20.27,19.59,14.5,10.27,18.33,14.69,12.12,17.6,19.01,19.83,19.4,,,,,19.5,18.57,17.89,,16.29,2.17,,14.2,19.2,17.07,,,18.14,,,,,,,19.45,,,,,,,,,,,,,,,,,,,,
1167,17.21,16.490000000000002,,,7.6,20.22,7.65,3.5700000000000003,,12.8,11.44,19.06,11.63,16.68,2.3599999999999994,2.17,3.28,7.8,17.89,10.61,19.98,16.240000000000002,15.76,,19.98,14.83,13.48,20.37,19.54,14.69,19.93,14.25,11.97,16.78,18.23,17.990000000000006,16.97,16.490000000000002,19.83,10.32,16.34,20.27,12.5,14.16,15.81,19.59,20.22,19.01,19.93,11.87,14.25,16.490000000000002,12.6,19.79,17.7,20.03,,,19.2,16.92,18.91,17.7,19.83,12.46,19.06,18.38,12.8,18.86,16.490000000000002,20.130000000000006,,,,,4.64,12.46,,,,,,,,,,,,18.43,,,,,17.12,,,,,,,
1228,18.43,19.83,17.02,4.01,15.56,18.86,2.0700000000000003,16.63,3.43,3.14,17.55,17.94,2.119999999999999,18.04,4.79,2.3599999999999994,7.07,2.75,13.77,12.7,18.09,18.28,3.67,3.96,17.31,18.38,16.97,17.89,17.259999999999998,4.4,18.72,16.92,3.52,17.17,17.02,18.77,16.78,17.21,17.990000000000006,19.01,3.86,18.82,5.56,5.47,16.97,18.18,17.94,17.259999999999998,18.72,18.52,18.48,17.8,17.89,18.67,19.06,16.97,3.4800000000000004,3.18,17.65,4.4,16.63,17.84,17.8,16.490000000000002,17.36,17.8,2.460000000000001,17.84,18.28,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,,19.74,,19.2,12.26,19.93,13.72,8.09,,18.77,19.3,19.54,10.9,19.93,9.54,12.26,13.33,11.87,14.59,9.93,19.93,19.54,19.64,,18.38,19.98,19.45,19.35,19.74,14.93,19.45,19.5,,,18.77,15.85,,19.69,19.83,19.59,,19.74,19.45,19.64,18.67,19.83,12.75,19.69,19.74,19.64,19.69,19.54,19.16,17.6,19.25,19.83,,,18.96,,19.35,20.03,19.64,,18.48,19.54,19.59,18.91,19.54,18.48,,,,,,,,,,19.06,,,,,,,,,,,,,,,,,,,,
1481,,20.03,,,14.64,19.45,6.05,4.74,,19.74,20.17,19.880000000000006,13.18,19.74,3.28,6.49,12.02,13.18,10.13,12.46,19.3,19.16,18.72,,20.17,20.17,18.72,18.43,19.59,19.880000000000006,19.16,19.16,,20.03,16.83,19.01,,18.28,19.74,19.74,,20.03,2.5500000000000007,,20.17,19.880000000000006,20.03,20.32,19.74,19.59,13.04,20.32,19.880000000000006,20.32,3.72,20.03,,,,4.45,18.28,19.3,19.45,11.73,20.17,20.03,,18.14,19.01,19.45,,,,,,,,17.7,,,,,,,,,,,,,,,,,,,,18.14,,
1495,,,,,6.29,19.01,18.18,13.72,,19.25,19.25,19.25,12.31,19.25,16.87,15.61,11.1,13.14,16.97,17.65,19.01,19.45,19.25,19.2,19.25,19.64,18.82,19.45,18.62,19.25,19.880000000000006,18.67,19.25,19.45,18.67,18.82,,19.35,19.74,15.9,19.25,19.93,,,19.25,16.92,19.25,19.35,18.82,18.72,19.25,17.7,18.62,19.11,19.2,19.25,,,19.25,18.67,19.69,18.62,19.25,19.2,19.25,19.98,19.25,19.01,18.82,19.59,,,,,,,,,,19.35,,,,,,,,,,,19.25,,,,,,,,,
1531,,3.5700000000000003,19.4,19.01,19.5,2.3100000000000005,20.27,19.83,,19.64,20.27,1.2899999999999991,2.6,20.27,19.880000000000006,1.4399999999999995,19.64,18.48,20.08,19.98,20.32,19.74,1.1500000000000004,,19.54,20.03,20.32,1.1899999999999995,20.08,4.16,1.1899999999999995,2.6,,19.69,19.64,20.08,,20.17,20.130000000000006,20.17,2.0700000000000003,19.79,1.1500000000000004,,1.8699999999999992,1.6799999999999995,19.98,20.22,20.27,20.08,19.64,19.64,19.69,1.2400000000000002,3.09,20.22,,,19.69,20.08,20.22,20.32,1.1899999999999995,18.96,19.98,19.3,1.7799999999999994,20.27,19.880000000000006,19.59,,,,,,,,,,,20.03,,,,,,,,,,,,,,,,,,,
1544,1.1899999999999995,1.1899999999999995,2.210000000000001,17.7,1.5299999999999994,20.130000000000006,20.03,1.34,3.72,1.8699999999999992,17.02,17.94,1.34,20.22,1.34,1.5299999999999994,13.57,16.87,19.83,20.03,19.35,18.38,20.130000000000006,1.92,17.07,19.93,1.3900000000000006,19.69,14.35,17.75,1.34,20.08,16.240000000000002,7.8900000000000015,18.04,20.130000000000006,16.240000000000002,15.56,19.69,3.86,18.38,19.16,1.2899999999999991,10.56,19.93,20.03,19.54,19.01,19.35,20.27,10.32,18.38,19.880000000000006,20.03,6.19,19.54,10.56,1.3900000000000006,18.38,1.2899999999999991,19.64,18.48,19.35,1.34,6.78,16.53,18.33,19.79,19.3,16.44,,,,,,,,,,,,,,,,,,,,,15.66,,,,,16.63,,,,
1593,,17.7,12.02,,19.16,18.67,14.54,13.82,,18.82,19.16,18.82,1.4399999999999995,18.82,10.95,16.87,6.44,14.16,13.33,14.59,19.11,18.82,18.67,,18.86,19.01,19.16,19.16,18.91,,18.86,18.18,17.84,18.23,19.16,19.01,,18.28,18.82,18.82,17.55,19.16,,,18.82,17.17,18.82,17.75,18.72,19.06,18.82,18.67,19.4,18.91,18.67,19.01,,17.55,18.67,17.65,19.5,19.35,18.67,17.55,19.79,19.59,,18.48,19.01,18.67,,,17.259999999999998,,,,,,,,,,,,,,,,,,,12.75,,,,,,,,
1613,,,,,13.72,18.28,18.43,4.88,,19.06,19.01,19.98,4.93,18.52,3.04,3.5700000000000003,13.82,10.32,19.06,18.09,17.259999999999998,16.34,16.53,,16.1,17.46,17.89,19.2,13.96,16.97,16.490000000000002,18.33,18.43,18.14,16.78,18.96,,15.47,19.01,16.29,18.91,17.31,,,17.89,16.490000000000002,15.71,18.23,18.82,17.94,16.29,15.71,15.95,17.94,13.28,18.67,,,15.13,,18.57,18.91,18.18,,18.91,16.34,14.2,19.16,17.46,15.9,,,,,,,,,,,,,,,,,,,,,,,19.16,17.75,,19.16,,,,
1614,,,,,15.37,14.93,16.92,17.21,,20.27,2.6,17.8,7.65,19.79,3.67,14.2,18.14,18.48,13.14,15.76,19.35,19.59,17.41,,17.65,4.83,17.8,17.89,17.36,13.43,17.8,13.72,4.59,19.69,18.67,17.84,,19.93,11.63,17.84,16.68,18.14,,18.14,18.57,18.48,16.240000000000002,15.81,17.990000000000006,19.880000000000006,16.63,13.09,19.83,19.11,7.02,18.09,,,,,18.09,19.25,14.64,15.51,18.33,19.54,,19.98,19.16,16.97,,,,,16.73,,,,,,,,,,,,,,,,,,,,18.04,,,,,
1620,,7.99,14.59,,17.990000000000006,13.48,14.5,12.31,,19.98,18.18,16.44,10.27,18.43,15.81,14.35,4.64,15.08,10.32,7.12,18.52,13.72,15.42,,19.83,10.9,18.77,13.18,10.47,,17.65,14.98,16.53,12.99,17.55,12.99,,19.5,17.84,14.45,1.1500000000000004,15.22,,,13.82,14.54,19.35,18.18,16.73,17.36,15.71,17.17,16.63,13.43,3.52,15.13,,,17.84,13.28,18.82,15.76,16.92,15.13,15.03,18.96,7.939999999999999,17.12,18.82,13.52,,,,,,,,15.47,,,,,,,,,,,,,,,,,,,,,,
1644,,7.3599999999999985,,12.65,12.89,17.84,18.38,3.4800000000000004,5.85,17.8,17.31,18.04,15.76,18.67,14.06,2.3599999999999994,10.47,9.64,14.83,17.8,18.09,10.51,16.92,,18.96,18.38,18.67,18.38,18.23,17.990000000000006,17.21,17.36,,18.23,16.78,17.8,,18.28,14.35,16.87,12.7,17.31,8.18,,18.14,10.22,17.84,16.83,17.75,17.94,16.34,4.93,18.04,17.94,10.66,18.43,,,17.94,5.32,17.6,17.8,11.53,12.12,17.5,15.03,,4.3,18.23,6.29,,,,,,,,,,,,,15.66,,,,,,,,,,,,,,,,,
1693,1.9700000000000009,3.14,1.58,1.83,5.42,14.93,13.72,5.47,4.2,10.27,17.31,15.76,14.54,16.39,14.54,14.93,5.37,10.17,10.17,5.9,19.59,19.06,13.23,1.4399999999999995,9.01,9.98,19.83,10.08,19.69,13.67,13.72,20.08,5.08,12.26,19.79,20.03,3.04,11.58,10.22,10.71,17.31,12.89,19.64,1.5299999999999994,17.990000000000006,14.69,9.45,17.7,15.76,20.17,10.32,16.87,20.130000000000006,20.03,13.14,10.08,1.58,1.5299999999999994,7.84,5.47,19.69,20.17,8.57,5.66,20.130000000000006,19.880000000000006,14.25,19.4,20.03,12.6,,,,,10.27,,,,,,,,,,,,,,,,19.64,,,,,,,,,
1716,,17.36,15.95,15.66,19.69,16.78,14.79,16.1,,11.1,17.02,19.16,11.68,19.01,18.91,1.5299999999999994,7.02,12.94,7.5,4.16,19.2,18.33,15.37,,18.57,18.82,19.79,17.12,19.79,16.97,20.08,12.21,17.259999999999998,16.78,18.82,12.36,,18.62,17.02,18.82,19.79,17.31,14.98,,12.07,18.57,19.3,19.74,19.45,20.130000000000006,15.22,16.83,18.72,19.4,17.41,17.17,2.460000000000001,,17.17,12.17,18.33,18.52,19.59,12.12,20.03,19.2,,16.73,17.55,18.57,16.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,,,,,12.84,20.17,2.6500000000000004,14.79,,10.95,12.89,14.01,14.79,19.59,17.55,9.06,12.36,17.55,17.55,2.6500000000000004,13.82,12.26,17.8,14.16,11.73,11.73,13.96,19.64,12.65,17.46,14.74,18.18,,9.74,13.09,13.91,4.64,11.44,17.07,18.62,19.93,16.83,,,14.74,11.87,19.74,19.74,16.240000000000002,15.9,5.08,14.4,18.67,19.2,14.74,16.240000000000002,,,14.88,14.4,19.64,19.59,16.83,,18.62,17.8,14.4,19.4,14.83,11.39,,,,,,,,,,,,6.83,,,,,,,19.16,,10.81,,,,,,,,,
1856,14.79,14.2,15.76,7.21,10.85,16.240000000000002,6.97,7.46,14.98,16.240000000000002,16.15,18.09,14.25,16.73,12.21,2.119999999999999,11.53,12.21,6.19,7.26,16.73,11.39,11.29,5.66,16.240000000000002,14.88,19.06,18.18,16.92,15.27,15.17,17.31,7.12,16.240000000000002,18.77,16.97,9.06,17.41,16.05,14.3,15.27,17.7,8.86,5.85,16.15,15.17,16.44,16.05,18.38,18.48,7.5,16.240000000000002,17.07,17.89,17.5,16.34,5.56,6.68,16.15,5.76,16.44,17.75,11.92,8.379999999999999,16.92,16.63,6.78,18.09,18.09,18.09,,,,,,,,12.7,,,,,,,,,,,,,,,,,,,,,7.07,
1908,,,10.95,,14.83,19.11,16.68,2.3100000000000005,,17.259999999999998,10.13,12.8,14.4,10.13,1.8699999999999992,7.99,19.4,13.48,15.76,20.27,16.05,19.16,19.45,3.77,10.13,13.18,19.45,19.2,20.27,19.11,9.69,19.79,10.66,9.74,17.12,11.49,10.85,20.22,20.22,7.75,19.83,18.96,18.72,,13.28,20.27,20.130000000000006,17.21,8.82,19.79,13.86,19.45,18.09,16.05,16.92,7.84,,,13.86,16.92,16.68,14.2,19.69,18.72,15.85,20.27,12.46,16.39,14.74,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,19.83,15.13,,,
1982,2.84,19.69,16.15,4.69,18.72,13.28,19.06,10.95,1.2899999999999991,14.74,18.82,13.57,13.52,7.7,6.68,10.61,9.59,18.33,12.89,15.32,16.05,8.620000000000001,6.78,11.15,11.29,13.86,19.54,12.94,19.45,8.86,19.74,19.25,6.87,14.01,19.54,10.81,12.02,11.15,14.83,15.56,4.98,20.08,16.92,2.5,19.83,12.5,10.56,19.74,16.73,18.96,10.13,9.59,19.25,18.38,16.92,15.17,3.14,1.9700000000000009,9.64,15.37,19.54,7.07,12.02,2.5500000000000007,20.17,19.79,2.5,19.25,17.89,19.06,,,17.75,13.62,,,,,,,,,,,18.38,,,,,,,,,,,,,,,
2206,1.6300000000000008,20.22,17.31,5.66,6.53,17.7,16.92,17.21,6.0,16.05,11.97,18.18,3.52,20.22,2.8000000000000007,3.43,17.07,11.73,17.84,16.15,18.38,16.34,15.47,5.66,16.58,18.04,17.94,11.63,17.21,4.83,10.42,17.17,5.61,18.04,17.41,18.38,6.68,19.4,17.17,1.1500000000000004,2.7,18.33,14.69,5.66,18.09,12.21,10.03,18.43,11.1,17.65,15.71,13.72,16.83,18.18,7.65,20.17,5.66,3.91,1.1899999999999995,19.83,18.38,17.21,19.880000000000006,2.41,18.28,17.84,11.78,6.44,18.18,10.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
