,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
317,,,,,13.96,,11.53,13.23,,,16.97,18.38,13.28,18.09,17.6,12.84,7.939999999999999,18.57,17.990000000000006,18.23,16.63,16.92,,,15.27,17.21,17.02,19.06,18.23,16.97,17.07,16.490000000000002,,17.02,17.31,19.01,,16.83,19.3,18.67,,18.23,,,18.33,17.12,,19.01,18.04,14.06,,,18.09,,,19.98,,,,,18.57,15.56,16.97,,17.65,13.48,,17.41,19.2,,,,,,,,,,,,,,,,17.41,,,17.41,,17.41,,,17.990000000000006,,,,,,,
413,,,,,17.17,13.86,10.42,1.7300000000000004,,18.82,13.62,4.2,16.240000000000002,11.05,11.87,1.5299999999999994,14.74,19.93,19.98,1.58,19.83,15.47,13.23,1.2899999999999991,12.46,17.02,19.25,2.02,15.81,2.02,19.35,16.29,,18.48,17.89,16.29,,16.63,16.05,18.86,1.8699999999999992,13.38,1.4900000000000002,1.8699999999999992,12.07,19.69,1.3900000000000006,1.6300000000000008,2.99,19.11,,1.8699999999999992,19.35,19.5,15.42,19.79,1.7799999999999994,17.990000000000006,16.78,1.58,19.16,19.79,1.6300000000000008,10.42,19.880000000000006,19.79,1.7300000000000004,19.880000000000006,19.98,12.6,,,,,,,,,,,,,,,,,,,,,,,17.46,,,,,,,
454,,,,,14.59,12.17,11.0,9.98,,11.73,13.57,14.74,15.42,15.85,10.95,10.95,10.76,10.42,19.06,19.3,15.66,11.15,,,15.56,18.67,19.54,16.05,14.88,13.86,16.29,19.25,12.94,15.95,14.4,19.11,,11.58,18.57,15.32,11.19,19.64,,,19.79,16.29,11.87,18.18,17.89,17.5,,,15.76,14.64,,16.87,2.0700000000000003,,,,13.91,16.0,9.06,18.72,10.76,19.64,,1.9700000000000009,10.08,,,,,,,,19.25,,,,,,,,,,,,,,,,,,,,11.73,,,
624,,2.460000000000001,11.68,,8.77,18.43,14.4,16.63,,2.890000000000001,14.25,18.43,2.84,10.9,2.6,1.5299999999999994,9.45,11.83,14.25,6.63,11.34,11.49,14.11,,9.11,9.25,19.01,17.84,16.58,,18.77,19.64,,17.36,19.45,18.86,,17.17,13.82,19.11,14.25,11.78,,,17.990000000000006,6.73,18.67,11.58,13.96,18.67,14.4,11.53,19.2,18.09,,13.72,,,,,18.96,19.2,6.78,,16.68,11.97,,19.59,19.11,,,,,,,,,,,,,,,,14.11,,,,,,,,,,,,,,17.94,
665,,,,,12.41,,11.58,17.84,,18.72,18.04,10.9,1.6799999999999995,18.23,11.49,10.61,13.91,14.3,13.33,15.17,19.98,9.93,13.38,,10.32,18.14,12.17,16.53,18.43,15.37,15.42,19.2,,19.35,20.08,18.23,,18.28,16.68,18.77,19.69,6.24,,,11.39,17.84,17.75,15.51,19.98,15.66,,15.51,19.69,18.52,20.08,19.79,,,14.69,,18.86,17.259999999999998,18.52,18.91,13.86,19.4,,18.04,16.240000000000002,,,,,,,,,,,,16.1,,19.45,,,,,,,,17.31,,,15.51,,,,,,
668,,,,,14.01,,15.51,9.79,,17.75,12.26,14.01,11.58,18.14,10.9,7.5,6.05,14.79,16.87,12.99,18.38,14.01,10.22,,,18.33,18.67,17.94,19.11,,17.89,17.55,,,19.11,17.75,,19.59,17.41,16.0,,18.82,,,14.35,18.43,17.7,18.33,19.5,18.96,,15.08,18.52,17.21,,19.25,,,,10.08,17.21,17.8,,,17.990000000000006,18.62,,18.82,18.38,,,,,,,,16.44,,,,,,,,,,,,,,,,,,,,,,,
689,13.96,,,,16.87,15.95,11.19,6.92,,12.02,16.05,10.71,16.78,17.36,12.41,10.03,12.99,7.02,11.53,13.96,17.6,18.48,,,14.35,15.08,17.94,16.78,10.47,,17.02,15.13,,,9.25,17.17,,17.31,,17.36,11.83,8.82,7.84,,16.87,16.73,10.37,17.17,14.59,15.42,,13.62,16.83,8.33,16.92,9.01,,,,8.09,15.9,17.17,11.24,,18.43,17.31,,16.97,17.990000000000006,13.18,,,,,,18.09,,,,,,,,,16.29,,,,,,9.3,,,,,,,,,
906,,,,,12.75,,19.3,10.17,,18.43,19.35,18.91,2.99,19.64,15.51,3.33,19.3,15.76,16.490000000000002,15.47,19.35,19.79,,,,19.83,17.6,19.98,19.01,13.43,16.87,20.03,,,16.240000000000002,19.06,,20.130000000000006,19.83,17.84,15.66,19.83,,,6.87,19.64,,20.27,19.25,20.08,,,19.54,20.22,,19.83,,,,,19.06,19.45,8.379999999999999,,19.98,15.08,,19.5,19.2,,,20.130000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,,,,,13.96,13.62,9.06,15.37,,12.75,12.17,17.21,1.34,16.39,2.8000000000000007,10.9,15.27,7.75,15.17,16.83,16.83,15.17,14.59,,,16.05,11.34,14.06,18.62,12.8,4.59,16.29,11.05,19.01,15.27,12.31,,11.63,16.19,10.95,,18.52,,,9.88,13.23,19.16,13.43,17.31,16.490000000000002,,12.99,18.86,17.12,15.71,19.2,,,,,18.09,15.9,3.28,,15.95,19.16,,17.8,17.94,11.15,,,,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,
984,,,,,12.46,13.23,10.61,13.91,,13.86,16.240000000000002,17.6,14.11,16.97,14.79,9.74,12.46,10.56,9.35,8.04,16.53,18.14,12.75,,,16.19,16.29,15.08,14.64,7.8,14.06,13.04,12.89,15.9,15.27,13.52,,18.48,15.56,11.83,,15.95,,,11.83,16.73,12.6,15.22,15.56,17.31,,11.73,15.17,15.85,9.45,15.27,,,,,11.78,15.17,18.48,,16.92,16.29,,15.22,15.66,11.53,,14.64,,,,,,11.92,,,,,,,,,,,,,,,,,,,13.91,,,
987,1.0500000000000007,1.0999999999999996,1.0500000000000007,1.2899999999999991,14.83,13.43,14.79,10.22,19.11,1.9700000000000009,7.65,19.74,12.7,18.33,13.67,10.95,10.22,14.4,9.11,14.64,10.08,5.37,6.58,1.1899999999999995,13.38,18.62,18.23,19.69,16.15,1.58,10.37,17.990000000000006,1.0500000000000007,6.44,19.11,18.43,1.0500000000000007,15.76,15.13,1.1899999999999995,11.97,18.77,1.2400000000000002,7.21,13.72,14.06,20.27,18.96,19.25,20.03,6.63,1.34,17.41,15.9,6.49,18.38,1.0500000000000007,1.0999999999999996,16.240000000000002,5.13,10.61,18.91,20.08,12.8,18.72,18.52,1.0500000000000007,19.45,17.75,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,17.990000000000006,,,,
994,,,,,19.25,15.81,8.96,13.48,,12.46,8.86,16.83,15.81,12.41,3.62,16.53,11.83,12.17,16.73,12.89,19.3,14.25,14.93,,17.02,13.43,17.8,18.33,19.16,16.78,16.44,18.77,12.26,15.66,12.84,19.2,,16.58,13.82,12.21,15.61,19.83,,,17.259999999999998,11.97,19.06,15.56,18.14,11.15,13.67,15.47,13.77,20.08,16.05,16.39,,,,,18.43,19.4,17.75,,14.11,18.82,,19.4,19.25,,,,,,,,,,,,,,,,,,,,,,,17.6,,,,,,,,
1006,,,,,16.34,,18.28,1.2899999999999991,,19.35,13.52,18.91,5.42,16.05,14.2,12.46,7.46,18.09,19.11,17.7,20.22,14.06,16.19,,19.69,10.13,19.74,20.08,20.37,14.06,14.2,15.95,,11.49,12.41,19.98,,16.97,20.27,19.01,,19.98,,,,16.92,18.91,20.37,18.72,19.98,,18.57,20.37,6.73,,18.77,15.08,,18.72,6.15,14.45,20.27,20.08,,12.46,20.27,,20.03,20.27,17.41,,,,,,,,15.08,,,,,,,,,,,,,20.27,,,,,,,,,
1038,,,,,16.490000000000002,,5.66,5.37,,,,18.62,4.25,18.67,9.88,5.95,16.29,17.65,18.43,17.36,19.3,19.64,,,,,18.48,14.74,18.18,,17.990000000000006,16.68,,20.03,16.68,20.130000000000006,,18.48,19.45,19.83,,19.880000000000006,,,19.69,9.69,19.93,19.45,19.79,19.35,,,18.28,19.74,8.14,19.59,,,,,19.79,18.62,19.69,,19.59,17.07,,18.72,18.38,,,19.54,,,7.6,,,,,,,9.3,,,,,,,,,,,,,,,,,,
1051,,,,,17.94,17.84,3.2300000000000004,11.1,8.77,3.33,18.09,17.31,10.47,13.43,13.48,4.59,18.14,18.72,18.72,19.06,12.46,13.67,3.82,,4.06,11.68,8.33,13.96,17.65,8.04,11.58,18.09,3.77,19.45,17.12,16.87,6.92,5.9,15.95,12.41,10.03,17.6,,,10.42,13.33,18.04,9.93,17.7,9.59,,9.83,18.86,17.8,9.59,13.48,10.22,,13.28,,14.06,18.14,11.78,2.99,19.5,16.44,6.68,18.67,10.95,6.05,,,,13.43,,,,,,,,,,,,4.01,,18.09,,,,,,,,,,,,
1087,,,,,13.33,,11.83,7.21,,,,19.59,7.41,6.83,15.47,15.71,11.78,16.63,16.68,9.25,13.52,18.18,17.259999999999998,,,,18.67,15.95,19.4,,18.33,18.57,,12.21,17.02,18.28,,20.27,16.44,8.43,6.19,19.59,,,18.18,19.16,18.33,16.490000000000002,10.85,19.06,,,18.82,19.3,18.09,15.9,,,9.06,,18.96,19.74,17.41,,14.83,19.2,,20.08,19.880000000000006,18.72,,,,,,17.36,,,,,,,,,,,,,,,,,16.490000000000002,,,,,,,
1098,,4.35,1.7799999999999994,6.0,14.79,7.84,18.33,9.79,6.63,5.08,11.53,12.84,10.08,17.94,13.72,4.45,13.77,16.19,15.03,14.01,12.17,15.03,6.97,2.5,11.83,17.17,14.35,15.32,17.94,4.35,8.91,16.39,1.2899999999999991,12.12,16.53,16.29,3.52,15.32,15.27,6.44,11.53,14.74,6.0,,19.06,14.98,5.08,14.93,17.31,19.74,7.8900000000000015,11.53,12.5,16.73,2.7,17.12,,,6.97,4.2,10.42,10.13,6.58,1.0999999999999996,15.03,16.490000000000002,4.69,10.66,13.04,4.11,,,,15.51,,,,13.62,,,,,,,,,,,,,,,,,,9.11,,,,
1138,,,,,12.99,17.07,17.02,16.39,,11.15,16.240000000000002,12.89,5.61,13.91,10.27,13.57,14.83,14.88,16.63,16.44,17.07,15.61,19.35,,15.13,14.69,16.34,18.33,12.94,15.17,16.0,15.56,,10.71,11.15,10.9,,14.25,18.86,15.22,16.05,18.62,,,16.44,15.17,16.29,20.17,16.34,17.41,,14.64,17.41,17.84,15.61,14.3,,,13.57,,16.83,15.81,15.13,,17.84,15.37,,13.14,16.68,9.59,,,,11.58,,,,,,,,,,,,,,14.93,,,,,,,,,,,,
1193,9.59,9.16,1.3900000000000006,11.34,9.54,19.5,13.96,12.46,4.25,1.58,1.6300000000000008,17.17,7.02,14.69,6.44,2.119999999999999,2.5500000000000007,12.94,17.31,14.79,17.12,15.66,1.3900000000000006,2.0700000000000003,10.17,16.19,16.97,16.97,12.31,2.460000000000001,18.91,19.01,1.1899999999999995,10.32,16.97,16.63,19.45,19.69,10.66,13.28,1.4900000000000002,18.52,1.4399999999999995,1.3900000000000006,17.89,12.65,18.72,17.990000000000006,18.52,17.6,1.4900000000000002,1.1899999999999995,18.62,19.83,15.66,16.29,2.7,9.74,9.06,1.4399999999999995,19.35,17.6,18.52,2.210000000000001,15.61,12.7,5.9,14.35,17.94,1.8699999999999992,,,,,,,13.43,14.4,,,,,,,,,,,,,,,,,,,,,,
1196,,,,,10.85,20.08,10.61,11.87,,,,20.37,11.63,17.65,11.63,11.63,11.78,11.92,12.46,15.32,18.72,14.59,,,17.7,20.37,15.17,19.16,16.97,,15.81,16.19,,16.0,16.63,12.46,,11.05,13.77,13.43,,14.2,,,13.72,13.57,19.45,14.4,14.98,18.57,,,16.73,20.37,18.57,12.89,,,16.29,,13.82,16.0,,,20.03,16.29,,17.41,19.16,16.83,,,,,,,,,,,,,,,12.5,,,,,7.02,,,,,,,12.75,,16.490000000000002,
1200,,,,,14.88,13.33,14.16,11.73,,15.17,18.04,16.87,10.51,16.1,9.2,1.6300000000000008,12.89,11.73,13.33,13.09,14.69,14.93,,,14.16,12.84,15.08,18.38,15.51,,13.72,19.3,,16.34,18.38,15.08,,15.27,13.23,17.65,,17.8,,,15.42,14.45,17.07,18.38,17.7,15.13,14.16,19.2,17.89,20.32,,17.94,,,,,15.13,9.54,18.52,,19.35,18.43,,19.01,13.48,,,17.21,,11.44,,,,,,,,,,,,,,,,,,,19.01,,,,,,,
1292,,,,,19.74,16.78,15.66,14.5,,15.71,18.91,19.25,13.04,19.16,11.05,12.46,17.5,11.39,19.83,11.34,19.64,16.92,13.72,,19.35,19.4,19.98,19.5,20.22,14.98,19.64,20.08,,19.69,20.03,19.98,,19.45,16.87,19.54,11.24,19.06,,,12.55,18.77,18.38,19.69,19.4,20.03,13.28,14.59,16.53,18.86,,19.98,,,11.68,,19.54,19.83,18.38,,19.3,19.59,,19.64,19.59,9.3,,,,,,,,,,,,,,,20.27,,,,,,,,,19.54,,,20.03,,,
1349,,,,,12.36,17.5,1.4900000000000002,14.93,,14.11,2.6,11.44,12.84,14.11,12.07,8.28,13.96,11.73,11.39,6.53,9.74,7.46,12.12,,,14.88,13.33,17.55,19.06,2.99,16.240000000000002,19.25,,12.8,19.25,18.52,,9.06,5.13,3.5700000000000003,,17.8,,,11.58,19.2,17.46,18.38,17.55,19.2,6.53,,19.11,19.83,15.76,17.02,7.31,1.2400000000000002,,,11.34,18.43,18.09,,18.57,13.86,,18.72,19.2,,,,,,,,,,,,,,,,,,,12.6,,,,,,,,,,,,
1375,,1.3900000000000006,,,19.11,14.4,16.63,14.88,,13.62,18.48,17.84,10.81,18.14,10.71,14.5,14.01,14.4,19.98,5.27,20.03,11.44,8.57,,14.3,9.2,16.87,20.03,19.98,11.34,19.93,19.93,14.98,1.9700000000000009,20.22,16.78,,13.62,18.43,11.87,17.259999999999998,18.52,,,17.84,7.99,12.89,18.48,20.22,20.130000000000006,15.32,13.57,12.41,20.08,12.55,18.82,,,,,16.05,20.22,11.34,7.41,19.59,14.98,,15.22,18.18,7.17,,,,,,,,,,,,13.28,,,,,17.31,,,,,,,,,,,,10.66,
1401,,,,,18.67,19.2,19.25,9.11,,19.11,19.2,19.59,19.11,3.04,19.11,19.06,16.240000000000002,18.67,18.67,2.17,18.91,19.2,,,19.2,2.6500000000000004,1.6799999999999995,19.54,19.5,19.2,3.4800000000000004,19.11,,3.86,18.91,19.2,19.11,18.91,19.54,18.96,,18.91,,,19.59,3.43,19.2,3.43,4.2,18.82,,,18.33,19.2,19.11,3.14,,,,,19.35,19.74,19.2,,3.96,19.25,,18.28,19.54,11.1,,,,,,,,,,,,,,,,,,2.75,18.86,,,,,19.3,,,,,,
1431,,,,,11.53,16.490000000000002,16.19,11.53,,14.06,16.34,18.62,14.25,14.16,6.73,1.8699999999999992,16.15,11.29,14.01,16.73,16.34,16.53,13.77,,11.39,14.06,6.39,16.58,16.78,,16.39,16.63,,11.53,13.86,13.91,,16.490000000000002,16.44,8.77,,14.06,,,16.34,16.73,16.29,18.72,13.91,16.490000000000002,14.01,18.67,18.52,18.96,16.490000000000002,11.34,,,,,18.96,13.62,6.34,13.91,16.34,18.91,,16.39,19.01,,,,,,,,,,,,,,,3.82,,,,,19.2,,,,,,,,,,,
1503,,,,,3.2300000000000004,17.94,18.14,11.78,16.34,9.4,11.34,13.82,11.68,19.06,7.65,4.25,18.77,13.28,14.45,18.14,14.16,9.74,13.52,,14.54,17.41,13.72,13.09,17.21,,16.19,17.6,,15.61,17.65,12.21,,14.25,16.97,13.28,14.98,17.41,9.59,,17.46,15.51,13.67,10.13,17.41,17.6,,17.89,17.21,17.31,15.9,18.18,,5.47,,12.12,12.46,15.9,15.95,,16.0,16.34,9.54,17.21,17.12,14.93,,,,,,,,,,,,,,,,,16.53,,,,,,,7.21,,,,,,
1519,,,,,18.33,,11.1,18.43,,16.58,16.490000000000002,20.08,16.53,16.58,16.53,10.56,13.67,9.2,14.11,12.5,18.72,10.61,,,16.83,16.240000000000002,18.43,20.130000000000006,19.2,,18.33,16.53,,,17.65,18.33,,16.58,16.1,18.33,,16.97,,,16.97,16.240000000000002,,10.76,18.77,18.09,,,19.98,19.45,,16.78,,,,,18.33,19.880000000000006,14.88,,17.89,18.33,,18.67,9.59,10.08,,,,,,,,,,18.57,,,,,,18.52,,,,,,,,,,,,,,
1578,,,,,8.96,,13.77,11.15,,18.57,16.83,17.6,9.3,,11.68,7.7,10.27,11.87,12.17,10.56,15.85,,,,,17.02,18.28,19.79,16.34,,17.75,15.66,,,18.18,17.17,,18.23,19.4,15.08,13.96,18.14,,,18.82,,18.48,19.4,19.16,16.15,,18.14,18.04,19.16,17.6,,,,,,15.71,17.55,19.4,,17.94,18.91,,19.3,18.77,,,,,11.97,,,,,,,,,,,,,,9.79,14.3,,,,,,,,14.79,,,
1664,,,,,17.36,17.31,12.21,16.58,,15.71,19.79,15.17,9.74,18.38,9.93,11.73,14.06,8.77,13.91,11.49,19.64,19.25,,,19.3,14.06,19.69,18.62,17.17,,20.03,18.96,,17.75,19.93,17.65,,13.09,18.62,14.54,,16.63,14.83,,10.61,11.97,15.08,9.69,17.89,17.36,18.72,16.68,20.27,17.84,,12.89,,,,,16.0,15.27,12.65,,18.72,14.79,,20.03,19.64,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,,,16.53,,
1887,10.17,10.37,17.46,10.76,1.7300000000000004,13.96,16.58,15.81,,6.87,19.69,13.57,6.87,16.87,3.09,1.5299999999999994,10.08,15.51,19.98,13.28,10.27,19.69,9.5,,1.6300000000000008,16.97,19.2,13.77,20.08,1.6300000000000008,18.72,19.59,1.34,13.57,20.17,19.59,9.3,20.08,16.0,10.56,19.880000000000006,17.46,1.4399999999999995,1.1500000000000004,13.38,16.97,10.76,15.13,17.259999999999998,20.27,3.4800000000000004,14.45,12.7,19.69,20.08,19.880000000000006,,,,1.1500000000000004,20.17,19.98,15.61,,11.73,17.65,3.67,11.73,18.72,8.04,,,,,,,,,,,,,,,,,,,,9.88,,,,,,,,,,
1890,,15.81,14.83,,18.77,15.37,14.4,12.94,,16.68,15.13,16.240000000000002,4.5,14.01,6.0,2.41,16.19,4.3,11.68,15.47,14.35,6.83,5.47,,4.2,11.97,15.95,16.44,15.37,,17.41,13.38,,12.65,16.58,14.83,,14.01,13.72,14.01,8.09,16.29,,,18.43,17.21,13.77,13.72,12.55,19.59,11.58,14.16,18.62,15.47,10.9,16.92,,,,6.29,13.77,16.490000000000002,15.13,,20.22,17.94,,18.72,16.92,5.22,,,,,,10.22,,,8.18,,,14.25,,,,,,,,,,,,,,,,,,
1947,,,,,18.04,7.6,3.38,17.990000000000006,,18.09,18.28,11.44,17.31,17.31,17.65,3.62,18.04,16.87,17.65,18.23,17.65,18.04,17.6,,17.89,16.92,17.8,11.73,15.22,8.77,17.12,17.36,,14.35,17.12,16.19,,17.6,14.69,16.58,11.24,15.13,,,17.07,17.94,8.43,9.06,17.12,14.11,,,17.02,10.76,15.32,15.22,17.65,9.16,,,16.1,11.49,9.98,,14.83,16.68,,13.96,17.36,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82,,,
1953,,,,,20.03,17.75,3.09,18.67,,,18.57,19.11,10.51,18.57,8.379999999999999,16.87,18.72,18.62,18.62,18.23,17.6,17.990000000000006,,,17.990000000000006,17.89,18.18,18.52,17.02,18.43,18.28,18.38,,18.43,18.43,17.990000000000006,,17.31,18.04,18.96,18.91,18.62,17.990000000000006,,18.62,17.55,19.2,17.7,17.75,17.6,,,18.33,18.43,,18.09,,,,,19.06,18.43,17.84,,19.98,17.89,,18.28,3.38,,,,,,,,,,,,,,,,,18.14,,,,,,,,,,,,,,
1957,,7.02,,,6.15,16.490000000000002,14.69,11.68,,17.89,19.11,12.89,13.48,15.76,14.35,7.12,8.43,7.26,2.26,13.86,19.4,11.92,8.72,,7.41,8.91,17.55,7.7,13.96,11.83,18.14,18.28,,9.54,19.98,17.36,4.88,7.3599999999999985,11.97,14.74,15.22,19.93,,,16.1,17.55,13.38,16.78,15.56,15.61,7.5,10.03,19.25,16.29,4.11,10.08,,,1.1500000000000004,9.93,18.96,18.57,8.14,12.31,18.09,16.29,,20.130000000000006,15.42,6.49,,,15.9,,,,,14.2,,,16.58,,,,,10.51,,,,,,,,,,,,,,
2024,10.08,19.98,,,6.73,19.880000000000006,14.79,13.57,,19.93,19.16,20.130000000000006,13.91,1.5299999999999994,17.55,6.39,10.08,14.4,9.74,10.56,17.55,20.08,19.35,,10.66,18.52,20.08,19.01,18.91,,18.86,19.5,,1.58,1.1500000000000004,19.64,,18.18,,20.130000000000006,1.4399999999999995,14.16,2.210000000000001,,19.98,16.78,17.6,18.91,17.65,19.2,,1.0999999999999996,18.48,19.880000000000006,20.08,19.880000000000006,,7.41,6.63,1.2899999999999991,10.71,17.89,10.51,19.01,19.880000000000006,17.75,,18.91,18.14,,,,,,,,,,,,,,,,,,,,,13.38,,,,,3.52,,,,,
2048,,,,,16.29,18.86,19.54,12.31,,,18.04,14.74,14.93,13.72,14.06,11.78,10.47,13.23,14.79,19.880000000000006,16.87,,,,15.32,14.3,17.46,15.61,18.86,,18.77,14.16,,15.13,6.49,14.98,,15.95,,16.1,,12.41,,,15.22,16.1,16.78,14.45,16.39,19.45,,,19.16,15.32,,14.79,,,,,17.55,17.7,18.52,,15.13,17.6,,17.41,16.44,,,,,,,,15.47,,,,,,,,,,,,,15.85,,,,,,,,,,
2136,,,,,16.44,,18.28,12.94,,17.41,18.48,18.28,6.83,18.82,5.22,14.79,9.06,19.5,16.92,14.25,15.42,18.52,,,,16.78,15.56,17.94,19.74,16.05,15.76,18.09,,,20.17,19.79,,18.14,16.39,19.16,,15.32,,11.19,17.65,19.2,14.93,18.96,13.96,17.07,,,19.4,16.78,,19.4,17.21,,,,18.96,18.67,13.62,,19.01,19.3,,19.59,19.98,,,,,,,,,,,,,,,12.07,,,,,,,,,,,,,,,,
