,0
332,14
333,2
334,10
335,15
336,13
337,0
338,10
339,10
340,4
341,12
342,12
343,2
344,1
345,2
346,6
347,15
348,11
349,6
350,17
351,17
352,16
353,7
354,13
355,7
356,3
357,0
358,2
359,7
360,3
361,9
362,13
363,3
364,13
365,14
366,0
367,14
368,1
369,2
370,6
371,18
372,8
373,14
374,2
375,12
376,1
377,17
378,9
379,1
380,15
381,13
382,6
383,16
384,0
385,13
386,5
387,8
388,0
389,18
390,17
391,4
392,6
393,1
394,0
395,13
396,17
397,19
398,4
399,9
400,19
401,14
402,10
403,19
404,2
405,17
406,9
407,14
408,3
409,13
410,19
411,6
412,17
413,16
414,2
415,14
416,2
417,10
418,19
419,15
420,3
421,3
422,19
423,7
424,6
425,5
426,17
427,14
428,3
429,5
430,6
431,19
432,14
433,7
434,14
435,1
436,2
437,1
438,1
439,8
440,10
441,2
442,9
443,14
444,0
445,8
446,2
447,7
448,4
449,15
450,11
451,4
452,14
453,7
454,16
455,5
456,5
457,4
458,2
459,7
460,4
461,12
462,13
463,5
464,6
465,3
466,8
467,0
468,17
469,15
470,17
471,13
472,15
473,3
474,19
475,14
476,15
477,15
478,0
479,6
480,14
481,14
482,15
483,5
484,19
485,3
486,7
487,16
488,6
489,10
490,6
491,5
492,6
493,0
494,1
495,19
496,9
497,4
498,5
499,7
500,13
501,17
502,19
503,6
504,14
505,4
506,10
507,14
508,0
509,13
510,3
511,7
512,7
513,10
514,3
515,8
516,14
517,3
518,0
519,13
520,17
521,5
522,10
523,16
524,5
525,3
526,0
527,11
528,10
529,9
530,6
531,14
532,3
533,0
534,6
535,14
536,6
537,15
538,2
539,14
540,15
541,17
542,15
543,6
544,0
545,14
546,0
547,7
548,14
549,17
550,17
551,0
552,0
553,4
554,0
555,19
556,15
557,15
558,17
559,16
560,14
561,19
562,17
563,9
564,19
565,13
566,8
567,2
568,17
569,0
570,3
571,1
572,19
573,2
574,18
575,17
576,11
577,3
578,2
579,17
580,19
581,14
582,15
583,9
584,7
585,1
586,2
587,4
588,15
589,14
590,19
591,13
592,1
593,7
594,6
595,6
596,7
597,3
598,10
599,15
600,15
601,6
602,0
603,6
604,4
605,14
606,10
607,13
608,17
609,8
610,16
611,13
612,4
613,10
614,17
615,15
616,10
617,16
618,6
619,6
620,5
621,2
622,6
623,12
624,16
625,9
626,19
627,9
628,1
629,10
630,16
631,1
632,8
633,0
634,5
635,14
636,2
637,8
638,14
639,6
640,13
641,15
642,6
643,8
644,15
645,3
646,18
647,8
648,1
649,15
650,10
651,14
652,14
653,2
654,17
655,6
656,0
657,0
658,9
659,14
660,1
661,3
662,8
663,19
664,0
665,16
666,19
667,13
668,4
669,3
670,0
671,15
672,14
673,12
674,1
675,14
676,13
677,15
678,2
679,14
680,3
681,7
682,4
683,2
684,8
685,15
686,3
687,14
688,6
689,16
690,3
691,19
692,3
693,1
694,16
695,2
696,14
697,10
698,6
699,12
700,19
701,3
702,13
703,3
704,13
705,10
706,14
707,3
708,4
709,12
710,8
711,14
712,13
713,0
714,13
715,10
716,11
717,2
718,2
719,0
720,15
721,16
722,6
723,2
724,15
725,7
726,19
727,10
728,10
729,5
730,6
731,7
732,6
733,17
734,17
735,14
736,11
737,2
738,10
739,3
740,5
741,15
742,9
743,3
744,10
745,15
746,1
747,7
748,1
749,10
750,14
751,7
752,2
753,1
754,10
755,3
756,2
757,6
758,13
759,5
760,7
761,1
762,12
763,5
764,0
765,19
766,7
767,18
768,10
769,1
770,15
771,6
772,6
773,4
774,9
775,10
776,3
777,7
778,16
779,10
780,3
781,6
782,13
783,6
784,2
785,14
786,13
787,9
788,14
789,1
790,15
791,10
792,10
793,13
794,19
795,2
796,10
797,1
798,12
799,6
800,10
801,17
802,3
803,1
804,9
805,15
806,9
807,14
808,1
809,9
810,14
811,10
812,16
813,5
814,19
815,14
816,17
817,4
818,13
819,19
820,14
821,14
822,5
823,9
824,1
825,12
826,1
827,13
828,8
829,17
830,14
831,7
832,16
833,14
834,1
835,9
836,2
837,2
838,8
839,2
840,5
841,1
842,13
843,15
844,4
845,17
846,15
847,1
848,15
849,12
850,18
851,15
852,6
853,19
854,14
855,14
856,6
857,14
858,19
859,18
860,6
861,2
862,6
863,15
864,16
865,14
866,19
867,10
868,19
869,17
870,7
871,2
872,15
873,17
874,8
875,9
876,18
877,3
878,14
879,1
880,6
881,3
882,14
883,5
884,14
885,5
886,14
887,0
888,14
889,14
890,8
891,14
892,3
893,14
894,8
895,4
896,18
897,10
898,19
899,2
900,7
901,14
902,9
903,15
904,15
905,15
906,4
907,19
908,10
909,0
910,2
911,2
912,4
913,3
914,3
915,15
916,15
917,14
918,18
919,6
920,6
921,5
922,0
923,2
924,1
925,4
926,8
927,2
928,1
929,12
930,14
931,13
932,2
933,5
934,3
935,14
936,15
937,17
938,12
939,4
940,17
941,4
942,17
943,13
944,19
945,12
946,18
947,13
948,19
949,5
950,14
951,19
952,19
953,9
954,2
955,4
956,2
957,16
958,18
959,10
960,13
961,14
962,1
963,3
964,5
965,10
966,10
967,18
968,0
969,1
970,15
971,14
972,7
973,2
974,11
975,19
976,15
977,19
978,10
979,13
980,18
981,14
982,7
983,6
984,16
985,16
986,6
987,16
988,7
989,17
990,10
991,17
992,7
993,15
994,16
995,6
996,10
997,5
998,18
999,16
1000,3
1001,19
1002,10
1003,19
1004,19
1005,15
1006,16
1007,5
1008,1
1009,8
1010,8
1011,13
1012,2
1013,14
1014,18
1015,4
1016,0
1017,1
1018,2
1019,13
1020,5
1021,10
1022,17
1023,3
1024,1
1025,9
1026,10
1027,10
1028,0
1029,16
1030,1
1031,7
1032,3
1033,18
1034,8
1035,13
1036,16
1037,16
1038,4
1039,2
1040,4
1041,19
1042,13
1043,1
1044,10
1045,9
1046,3
1047,13
1048,3
1049,4
1050,11
1051,16
1052,9
1053,2
1054,9
1055,17
1056,5
1057,3
1058,6
1059,1
1060,17
1061,4
1062,16
1063,16
1064,5
1065,4
1066,3
1067,13
1068,12
1069,7
1070,6
1071,19
1072,13
1073,1
1074,9
1075,10
1076,8
1077,17
1078,0
1079,0
1080,0
1081,7
1082,0
1083,1
1084,10
1085,17
1086,19
1087,16
1088,14
1089,9
1090,18
1091,15
1092,14
1093,4
1094,7
1095,12
1096,13
1097,8
1098,16
1099,8
1100,3
1101,14
1102,13
1103,8
1104,7
1105,3
1106,9
1107,6
1108,12
1109,15
1110,3
1111,10
1112,11
1113,9
1114,4
1115,16
1116,4
1117,16
1118,7
1119,1
1120,15
1121,4
1122,18
1123,11
1124,19
1125,19
1126,18
1127,5
1128,16
1129,6
1130,19
1131,0
1132,0
1133,7
1134,1
1135,1
1136,1
1137,10
1138,16
1139,4
1140,12
1141,11
1142,0
1143,17
1144,5
1145,6
1146,14
1147,4
1148,3
1149,1
1150,10
1151,18
1152,14
1153,3
1154,2
1155,8
1156,3
1157,5
1158,17
1159,0
1160,13
1161,13
1162,10
1163,5
1164,3
1165,7
1166,16
1167,6
1168,10
1169,4
1170,13
1171,10
1172,17
1173,16
1174,3
1175,13
1176,6
1177,16
1178,15
1179,14
1180,6
1181,7
1182,10
1183,0
1184,1
1185,8
1186,7
1187,10
1188,16
1189,15
1190,0
1191,15
1192,4
1193,16
1194,10
1195,17
1196,16
1197,7
1198,19
1199,3
1200,16
1201,6
1202,15
1203,10
1204,10
1205,15
1206,19
1207,7
1208,10
1209,15
1210,19
1211,17
1212,2
1213,2
1214,15
1215,15
1216,14
1217,0
1218,15
1219,13
1220,19
1221,3
1222,4
1223,5
1224,18
1225,19
1226,8
1227,11
1228,6
1229,3
1230,10
1231,1
1232,6
1233,8
1234,13
1235,1
1236,4
1237,8
1238,14
1239,2
1240,13
1241,7
1242,17
1243,15
1244,7
1245,5
1246,13
1247,15
1248,13
1249,2
1250,1
1251,15
1252,0
1253,2
1254,11
1255,14
1256,13
1257,4
1258,15
1259,7
1260,4
1261,1
1262,16
1263,13
1264,15
1265,19
1266,18
1267,1
1268,14
1269,2
1270,4
1271,13
1272,2
1273,4
1274,10
1275,3
1276,14
1277,2
1278,16
1279,7
1280,12
1281,6
1282,1
1283,14
1284,17
1285,11
1286,11
1287,1
1288,7
1289,16
1290,15
1291,4
1292,16
1293,5
1294,4
1295,14
1296,7
1297,6
1298,9
1299,18
1300,3
1301,14
1302,17
1303,6
1304,1
1305,19
1306,8
1307,9
1308,17
1309,6
1310,7
1311,1
1312,6
1313,19
1314,6
1315,0
1316,17
1317,15
1318,18
1319,5
1320,6
1321,2
1322,14
1323,5
1324,5
1325,9
1326,14
1327,1
1328,2
1329,8
1330,9
1331,11
1332,1
1333,18
1334,2
1335,10
1336,3
1337,17
1338,10
1339,10
1340,0
1341,2
1342,11
1343,14
1344,17
1345,2
1346,7
1347,2
1348,18
1349,4
1350,0
1351,14
1352,10
1353,10
1354,13
1355,7
1356,3
1357,13
1358,3
1359,8
1360,8
1361,10
1362,3
1363,10
1364,1
1365,2
1366,4
1367,14
1368,5
1369,3
1370,3
1371,8
1372,4
1373,17
1374,5
1375,16
1376,6
1377,10
1378,18
1379,6
1380,1
1381,5
1382,3
1383,4
1384,10
1385,8
1386,3
1387,11
1388,6
1389,1
1390,6
1391,3
1392,10
1393,14
1394,3
1395,3
1396,17
1397,13
1398,2
1399,2
1400,4
1401,16
1402,6
1403,10
1404,9
1405,3
1406,17
1407,2
1408,6
1409,10
1410,12
1411,6
1412,10
1413,10
1414,13
1415,9
1416,14
1417,5
1418,19
1419,4
1420,15
1421,11
1422,10
1423,1
1424,6
1425,18
1426,6
1427,13
1428,8
1429,19
1430,13
1431,16
1432,6
1433,1
1434,15
1435,1
1436,7
1437,8
1438,5
1439,19
1440,10
1441,19
1442,5
1443,10
1444,15
1445,18
1446,0
1447,17
1448,10
1449,19
1450,19
1451,11
1452,17
1453,3
1454,0
1455,10
1456,11
1457,0
1458,14
1459,19
1460,1
1461,16
1462,5
1463,5
1464,1
1465,10
1466,3
1467,3
1468,13
1469,10
1470,12
1471,6
1472,3
1473,19
1474,6
1475,19
1476,17
1477,18
1478,15
1479,1
1480,0
1481,16
1482,15
1483,17
1484,19
1485,14
1486,4
1487,17
1488,2
1489,3
1490,18
1491,10
1492,7
1493,1
1494,15
1495,6
1496,12
1497,4
1498,9
1499,8
1500,15
1501,11
1502,7
1503,16
1504,6
1505,6
1506,10
1507,9
1508,2
1509,6
1510,5
1511,2
1512,6
1513,5
1514,14
1515,19
1516,5
1517,18
1518,2
1519,4
1520,11
1521,13
1522,18
1523,2
1524,16
1525,7
1526,6
1527,2
1528,14
1529,13
1530,15
1531,16
1532,2
1533,19
1534,13
1535,3
1536,15
1537,12
1538,2
1539,2
1540,13
1541,14
1542,18
1543,14
1544,6
1545,14
1546,1
1547,3
1548,13
1549,3
1550,19
1551,5
1552,9
1553,6
1554,5
1555,8
1556,18
1557,15
1558,5
1559,0
1560,6
1561,4
1562,10
1563,3
1564,15
1565,6
1566,7
1567,3
1568,1
1569,0
1570,4
1571,12
1572,4
1573,19
1574,7
1575,6
1576,7
1577,6
1578,4
1579,10
1580,12
1581,6
1582,13
1583,5
1584,10
1585,6
1586,13
1587,7
1588,4
1589,19
1590,19
1591,19
1592,5
1593,6
1594,3
1595,6
1596,2
1597,14
1598,3
1599,16
1600,1
1601,19
1602,9
1603,7
1604,17
1605,19
1606,14
1607,8
1608,10
1609,14
1610,10
1611,17
1612,8
1613,16
1614,16
1615,18
1616,5
1617,9
1618,18
1619,5
1620,16
1621,7
1622,16
1623,9
1624,16
1625,17
1626,1
1627,6
1628,15
1629,19
1630,17
1631,17
1632,15
1633,16
1634,3
1635,17
1636,9
1637,1
1638,2
1639,1
1640,16
1641,9
1642,19
1643,5
1644,16
1645,3
1646,1
1647,7
1648,6
1649,11
1650,8
1651,10
1652,17
1653,14
1654,13
1655,1
1656,12
1657,0
1658,4
1659,19
1660,4
1661,6
1662,15
1663,14
1664,16
1665,17
1666,15
1667,2
1668,19
1669,15
1670,17
1671,10
1672,5
1673,14
1674,10
1675,16
1676,6
1677,0
1678,14
1679,2
1680,12
1681,3
1682,19
1683,0
1684,14
1685,7
1686,2
1687,1
1688,14
1689,13
1690,9
1691,4
1692,6
1693,16
1694,3
1695,5
1696,15
1697,10
1698,15
1699,13
1700,17
1701,14
1702,15
1703,13
1704,15
1705,14
1706,10
1707,15
1708,0
1709,3
1710,2
1711,1
1712,4
1713,14
1714,19
1715,4
1716,6
1717,1
1718,3
1719,15
1720,14
1721,3
1722,3
1723,1
1724,15
1725,5
1726,7
1727,7
1728,14
1729,9
1730,9
1731,1
1732,19
1733,15
1734,1
1735,1
1736,15
1737,8
1738,13
1739,14
1740,14
1741,3
1742,6
1743,14
1744,6
1745,18
1746,8
1747,6
1748,3
1749,3
1750,2
1751,18
1752,10
1753,3
1754,13
1755,12
1756,5
1757,11
1758,13
1759,1
1760,3
1761,5
1762,17
1763,17
1764,3
1765,7
1766,16
1767,3
1768,14
1769,4
1770,0
1771,17
1772,0
1773,9
1774,0
1775,7
1776,10
1777,6
1778,16
1779,19
1780,6
1781,1
1782,7
1783,10
1784,13
1785,7
1786,7
1787,1
1788,0
1789,16
1790,4
1791,10
1792,9
1793,6
1794,15
1795,10
1796,10
1797,14
1798,3
1799,9
1800,17
1801,17
1802,14
1803,9
1804,9
1805,13
1806,2
1807,14
1808,7
1809,12
1810,10
1811,2
1812,6
1813,12
1814,4
1815,6
1816,17
1817,10
1818,19
1819,14
1820,13
1821,2
1822,1
1823,10
1824,1
1825,8
1826,1
1827,11
1828,19
1829,15
1830,13
1831,17
1832,7
1833,7
1834,15
1835,15
1836,5
1837,14
1838,17
1839,2
1840,17
1841,15
1842,5
1843,15
1844,3
1845,0
1846,4
1847,7
1848,13
1849,14
1850,0
1851,14
1852,2
1853,19
1854,9
1855,14
1856,6
1857,1
1858,11
1859,5
1860,7
1861,13
1862,3
1863,15
1864,12
1865,15
1866,13
1867,2
1868,10
1869,8
1870,13
1871,13
1872,17
1873,2
1874,11
1875,17
1876,15
1877,13
1878,1
1879,9
1880,5
1881,15
1882,13
1883,7
1884,0
1885,1
1886,9
1887,16
1888,14
1889,14
1890,16
1891,2
1892,6
1893,13
1894,12
1895,2
1896,17
1897,2
1898,9
1899,15
1900,8
1901,5
1902,4
1903,17
1904,13
1905,11
1906,16
1907,10
1908,16
1909,4
1910,18
1911,11
1912,13
1913,1
1914,6
1915,10
1916,17
1917,13
1918,9
1919,4
1920,12
1921,7
1922,10
1923,10
1924,9
1925,14
1926,7
1927,14
1928,0
1929,18
1930,16
1931,13
1932,14
1933,19
1934,10
1935,7
1936,10
1937,3
1938,17
1939,7
1940,8
1941,14
1942,14
1943,13
1944,19
1945,4
1946,14
1947,16
1948,6
1949,7
1950,1
1951,4
1952,17
1953,16
1954,5
1955,4
1956,8
1957,16
1958,0
1959,13
1960,9
1961,9
1962,15
1963,6
1964,1
1965,10
1966,0
1967,2
1968,10
1969,19
1970,8
1971,2
1972,12
1973,18
1974,4
1975,14
1976,2
1977,3
1978,6
1979,9
1980,17
1981,16
1982,16
1983,19
1984,17
1985,5
1986,7
1987,6
1988,5
1989,15
1990,9
1991,14
1992,6
1993,3
1994,19
1995,3
1996,13
1997,19
1998,13
1999,5
2000,12
2001,15
2002,7
2003,0
2004,5
2005,6
2006,15
2007,7
2008,6
2009,1
2010,15
2011,11
2012,6
2013,14
2014,2
2015,15
2016,13
2017,4
2018,10
2019,12
2020,19
2021,2
2022,0
2023,17
2024,16
2025,2
2026,10
2027,2
2028,10
2029,5
2030,0
2031,10
2032,1
2033,1
2034,13
2035,9
2036,11
2037,3
2038,17
2039,9
2040,15
2041,18
2042,2
2043,19
2044,2
2045,5
2046,3
2047,0
2048,4
2049,1
2050,19
2051,9
2052,10
2053,2
2054,14
2055,19
2056,18
2057,10
2058,13
2059,19
2060,2
2061,1
2062,1
2063,17
2064,1
2065,6
2066,2
2067,9
2068,5
2069,8
2070,4
2071,13
2072,3
2073,15
2074,5
2075,8
2076,13
2077,13
2078,3
2079,11
2080,15
2081,11
2082,11
2083,15
2084,2
2085,5
2086,1
2087,6
2088,2
2089,14
2090,4
2091,15
2092,13
2093,1
2094,9
2095,4
2096,17
2097,11
2098,13
2099,4
2100,4
2101,4
2102,18
2103,0
2104,13
2105,3
2106,7
2107,10
2108,10
2109,8
2110,17
2111,5
2112,3
2113,7
2114,5
2115,10
2116,15
2117,16
2118,10
2119,11
2120,2
2121,10
2122,7
2123,15
2124,4
2125,0
2126,13
2127,12
2128,14
2129,13
2130,9
2131,13
2132,10
2133,14
2134,12
2135,1
2136,4
2137,0
2138,12
2139,17
2140,0
2141,6
2142,0
2143,4
2144,2
2145,4
2146,14
2147,3
2148,6
2149,12
2150,0
2151,2
2152,1
2153,9
2154,12
2155,6
2156,18
2157,15
2158,10
2159,12
2160,1
2161,4
2162,10
2163,0
2164,4
2165,16
2166,19
2167,17
2168,18
2169,2
2170,16
2171,18
2172,1
2173,1
2174,1
2175,14
2176,3
2177,2
2178,9
2179,14
2180,1
2181,19
2182,19
2183,4
2184,5
2185,10
2186,0
2187,10
2188,3
2189,4
2190,14
2191,12
2192,3
2193,17
2194,1
2195,3
2196,15
2197,3
2198,7
2199,0
2200,7
2201,12
2202,2
2203,1
2204,2
2205,14
2206,2
2207,14
2208,4
2209,8
2210,6
2211,19
2212,0
2213,8
2214,11
2215,17
2216,16
2217,2
2218,5
2219,0
2220,1
2221,5
2222,3
2223,8
2224,15
2225,6
2226,14
2227,2
2228,15
2229,11
2230,7
2231,1
2232,9
2233,19
2234,15
2235,8
2236,7
2237,10
2238,5
2239,10
2240,14
2241,0
2242,18
2243,6
2244,5
2245,9
2246,3
2247,4
2248,4
2249,1
2250,10
2251,15
2252,3
2253,17
2254,5
2255,5
2256,1
2257,11
2258,14
2259,15
2260,8
2261,7
2262,13
2263,14
2264,17
2265,2
2266,11
2267,15
2268,12
2269,1
2270,15
2271,8
2272,7
2273,0
2274,6
2275,6
2276,13
2277,17
2278,17
2279,9
2280,10
2281,14
2282,14
2283,7
2284,5
2285,8
2286,14
2287,1
2288,7
2289,0
2290,2
2291,12
2292,7
2293,10
2294,0
2295,15
2296,19
2297,5
2298,18
2299,8
2300,0
2301,19
2302,16
2303,10
2304,5
2305,15
2306,2
2307,2
2308,17
2309,8
2310,10
2311,2
2312,2
2313,19
2314,9
2315,5
2316,1
2317,13
2318,15
2319,5
2320,16
2321,2
2322,9
2323,19
2324,14
2325,13
2326,1
2327,11
2328,14
2329,1
2330,2
2331,16
2332,13
2333,11
2334,15
2335,15
2336,2
2337,19
2338,9
2339,4
2340,18
2341,10
2342,1
2343,12
2344,19
2345,2
2346,9
2347,5
2348,13
2349,14
2350,17
2351,1
2352,8
2353,2
2354,15
2355,19
2356,13
2357,10
2358,0
2359,13
2360,15
2361,3
2362,14
2363,19
2364,8
2365,13
2366,0
2367,14
2368,2
2369,0
2370,2
2371,12
2372,1
2373,13
2374,2
2375,14
2376,0
2377,13
2378,1
2379,13
2380,7
2381,3
2382,13
2383,13
2384,17
2385,6
2386,4
2387,12
2388,9
2389,9
2390,3
2391,19
2392,9
2393,3
2394,11
2395,14
2396,6
2397,3
2398,5
2399,2
2400,14
2401,6
2402,6
2403,3
2404,1
2405,17
2406,12
2407,14
2408,2
2409,3
2410,5
2411,13
2412,14
2413,5
2414,3
2415,15
2416,15
2417,15
2418,14
2419,5
2420,17
2421,3
2422,14
2423,8
2424,16
2425,6
2426,6
2427,15
2428,7
2429,3
2430,10
2431,9
2432,15
2433,6
2434,5
2435,17
2436,16
2437,4
2438,14
2439,15
2440,5
2441,1
2442,4
2443,15
2444,7
2445,16
2446,17
2447,11
2448,15
2449,10
2450,11
2451,12
2452,15
2453,19
2454,15
2455,19
2456,3
2457,2
2458,14
2459,2
2460,14
2461,6
2462,17
2463,9
2464,7
2465,8
2466,14
2467,18
2468,3
2469,14
2470,14
2471,16
2472,0
2473,1
2474,10
2475,16
2476,13
2477,7
2478,18
2479,5
2480,13
2481,15
2482,6
2483,14
2484,10
2485,1
2486,17
2487,4
2488,1
2489,14
2490,14
2491,15
2492,1
2493,18
2494,14
2495,10
2496,2
2497,13
2498,13
2499,14
2500,11
2501,18
2502,17
2503,5
2504,3
2505,2
2506,18
2507,12
2508,2
2509,5
2510,14
2511,3
2512,17
2513,4
2514,17
2515,19
2516,2
2517,4
2518,0
2519,13
2520,5
2521,5
2522,5
2523,5
2524,10
2525,17
2526,3
2527,18
2528,3
2529,4
2530,6
2531,9
2532,16
2533,17
2534,9
2535,7
2536,1
2537,6
2538,0
2539,14
2540,6
2541,14
2542,19
2543,3
2544,3
2545,11
2546,14
2547,14
2548,4
2549,10
2550,10
2551,19
2552,8
2553,4
2554,2
2555,3
2556,14
2557,4
2558,18
2559,0
2560,2
2561,14
2562,2
2563,8
2564,9
2565,13
2566,10
2567,8
2568,3
2569,7
2570,11
2571,10
2572,15
2573,14
2574,2
2575,14
2576,19
2577,12
2578,8
2579,2
2580,0
2581,5
2582,13
2583,14
2584,19
2585,14
2586,14
2587,7
2588,5
2589,15
2590,7
2591,14
2592,13
2593,14
2594,11
2595,8
2596,13
2597,17
2598,14
2599,19
2600,15
2601,16
2602,1
2603,4
2604,1
2605,14
2606,5
2607,2
2608,3
2609,10
2610,5
2611,2
2612,4
2613,13
2614,6
2615,15
2616,14
2617,17
2618,13
2619,10
2620,15
2621,18
2622,6
2623,17
2624,17
2625,3
2626,19
2627,14
2628,2
2629,13
2630,8
2631,2
2632,17
2633,2
2634,17
2635,8
2636,13
2637,3
2638,12
2639,17
2640,3
2641,16
2642,1
2643,6
2644,2
2645,19
2646,0
2647,6
2648,10
2649,0
2650,14
2651,3
2652,6
2653,18
2654,14
2655,6
2656,7
2657,19
2658,9
2659,13
2660,17
2661,10
2662,9
2663,1
2664,5
2665,13
2666,13
2667,14
2668,6
2669,9
2670,1
2671,1
2672,12
2673,7
2674,10
2675,1
2676,2
2677,14
2678,10
2679,10
2680,18
2681,7
2682,14
2683,15
2684,1
2685,15
2686,16
2687,15
2688,13
2689,12
2690,4
2691,10
2692,3
2693,0
2694,3
2695,12
2696,14
2697,3
2698,7
2699,10
2700,1
2701,15
2702,7
2703,18
2704,16
2705,5
2706,13
2707,16
2708,14
2709,15
2710,10
2711,19
2712,10
2713,7
2714,17
2715,16
2716,13
2717,14
2718,15
2719,6
2720,19
2721,9
2722,12
2723,15
2724,10
2725,11
2726,19
2727,19
2728,1
2729,10
2730,19
2731,15
2732,13
2733,13
2734,7
2735,6
2736,1
2737,2
2738,3
2739,15
2740,18
2741,5
2742,1
2743,6
2744,18
2745,10
2746,19
2747,16
2748,14
2749,1
2750,15
2751,0
2752,17
2753,13
2754,17
2755,1
2756,4
2757,9
2758,13
2759,0
2760,10
2761,13
2762,19
2763,0
2764,2
2765,3
2766,7
2767,8
2768,6
2769,17
2770,14
2771,10
2772,19
2773,3
2774,15
2775,1
2776,8
2777,10
2778,14
2779,16
2780,16
2781,3
2782,10
2783,17
2784,19
2785,17
2786,2
2787,0
2788,3
2789,3
2790,10
2791,10
2792,14
2793,10
2794,7
2795,0
2796,2
2797,17
2798,3
2799,17
2800,15
2801,3
2802,6
2803,1
2804,10
2805,1
2806,7
2807,13
2808,16
2809,19
2810,8
2811,2
2812,6
2813,12
2814,10
2815,9
2816,17
2817,13
2818,0
2819,14
2820,5
2821,13
2822,0
2823,4
2824,1
2825,17
2826,10
2827,19
2828,14
2829,13
2830,7
2831,2
2832,14
2833,14
2834,18
2835,10
2836,3
2837,2
2838,16
2839,16
2840,2
2841,13
2842,19
2843,12
2844,10
2845,5
2846,4
2847,16
2848,12
2849,13
2850,13
2851,10
2852,3
2853,6
2854,15
2855,6
2856,2
2857,19
2858,16
2859,3
2860,10
2861,2
2862,13
2863,15
2864,7
2865,6
2866,14
2867,13
2868,6
2869,14
2870,15
2871,3
2872,15
2873,6
2874,0
2875,9
2876,10
2877,14
2878,16
2879,10
2880,3
2881,16
2882,13
2883,13
2884,14
2885,15
2886,14
2887,6
2888,4
2889,3
2890,16
2891,14
2892,0
2893,11
2894,10
2895,1
2896,16
2897,4
2898,7
2899,8
2900,9
2901,17
2902,14
2903,5
2904,19
2905,19
2906,14
2907,19
2908,7
2909,3
2910,14
2911,14
2912,1
2913,8
2914,11
2915,4
2916,3
2917,14
2918,16
2919,19
2920,0
2921,14
2922,11
2923,0
2924,11
2925,5
2926,15
2927,1
2928,9
2929,12
2930,10
2931,4
2932,0
2933,5
2934,5
2935,0
2936,1
2937,8
2938,5
2939,8
2940,3
2941,17
2942,2
2943,9
2944,2
2945,10
2946,1
2947,16
2948,1
2949,7
2950,16
2951,1
2952,6
2953,13
2954,10
2955,3
2956,15
2957,14
2958,3
2959,14
2960,14
2961,9
2962,5
2963,15
2964,17
2965,15
2966,1
2967,10
2968,1
2969,1
2970,6
2971,18
2972,16
2973,3
2974,19
2975,4
2976,16
2977,13
2978,0
2979,7
2980,1
2981,15
2982,2
2983,14
2984,10
2985,14
2986,1
2987,17
2988,2
2989,9
2990,1
2991,4
2992,7
2993,9
2994,16
2995,10
2996,3
2997,0
